cutoff_distance=0.118288 0.002664 0.549501 0.2327
cutoff_distance=0.166174 0.002664 0.549501 0.2266
cutoff_distance=0.204752 0.002664 0.549501 0.230019
cutoff_distance=0.236732 0.002664 0.549501 0.235937
cutoff_distance=0.267285 0.002664 0.549501 0.240943
cutoff_distance=0.294625 0.002664 0.549501 0.24583
cutoff_distance=0.320105 0.002664 0.549501 0.251843
cutoff_distance=0.34192 0.002664 0.549501 0.250868
cutoff_distance=0.362555 0.002664 0.549501 0.25617
cutoff_distance=0.382658 0.002664 0.549501 0.257961
cutoff_distance=0.401974 0.002664 0.549501 0.258856
cutoff_distance=0.420403 0.002664 0.549501 0.275997
cutoff_distance=0.437605 0.002664 0.549501 0.26494
cutoff_distance=0.45394 0.002664 0.549501 0.271915
cutoff_distance=0.471231 0.002664 0.549501 0.271792
cutoff_distance=0.487904 0.002664 0.549501 0.270828
cutoff_distance=0.504167 0.002664 0.549501 0.262275
cutoff_distance=0.519097 0.002664 0.549501 0.261469
cutoff_distance=0.534076 0.002664 0.549501 0.267744
cutoff_distance=0.548486 0.002664 0.549501 0.270642
cutoff_distance=0.56335 0.002664 0.549501 0.268568
cutoff_distance=0.577222 0.002664 0.549501 0.271956
cutoff_distance=0.591315 0.002664 0.549501 0.275015
cutoff_distance=0.604725 0.002664 0.549501 0.27335
cutoff_distance=0.61754 0.002664 0.549501 0.27923
cutoff_distance=0.63059 0.002664 0.549501 0.279836
cutoff_distance=0.643774 0.002664 0.549501 0.266292
cutoff_distance=0.655903 0.002664 0.549501 0.265954
cutoff_distance=0.669284 0.002664 0.549501 0.266778
cutoff_distance=0.682155 0.002664 0.549501 0.266702
cutoff_distance=0.695026 0.002664 0.549501 0.27534
cutoff_distance=0.707612 0.002664 0.549501 0.273425
cutoff_distance=0.720102 0.002664 0.549501 0.268752
cutoff_distance=0.731689 0.002664 0.549501 0.266281
cutoff_distance=0.743384 0.002664 0.549501 0.264806
cutoff_distance=0.755472 0.002664 0.549501 0.26993
cutoff_distance=0.767156 0.002664 0.549501 0.265188
cutoff_distance=0.779062 0.002664 0.549501 0.266462
cutoff_distance=0.790601 0.002664 0.549501 0.266138
cutoff_distance=0.802209 0.002664 0.549501 0.26679
cutoff_distance=0.813904 0.002664 0.549501 0.266138
cutoff_distance=0.824931 0.002664 0.549501 0.266892
cutoff_distance=0.835644 0.002664 0.549501 0.266903
cutoff_distance=0.846756 0.002664 0.549501 0.266905
cutoff_distance=0.857755 0.002664 0.549501 0.266846
cutoff_distance=0.869297 0.002664 0.549501 0.266202
cutoff_distance=0.880332 0.002664 0.549501 0.269118
cutoff_distance=0.891537 0.002664 0.549501 0.268259
cutoff_distance=0.90301 0.002664 0.549501 0.269514
cutoff_distance=0.913503 0.002664 0.549501 0.266048
cutoff_distance=0.924159 0.002664 0.549501 0.265201
cutoff_distance=0.935071 0.002664 0.549501 0.26726
cutoff_distance=0.945591 0.002664 0.549501 0.26874
cutoff_distance=0.955597 0.002664 0.549501 0.268936
cutoff_distance=0.966011 0.002664 0.549501 0.26834
cutoff_distance=0.976078 0.002664 0.549501 0.270241
cutoff_distance=0.986593 0.002664 0.549501 0.268163
cutoff_distance=0.996898 0.002664 0.549501 0.271611
