 dataLoadingTime iforestTime massMatrixTime sortNeighTime aScoreComputationTime TotalTime
k=93 0.000806894 0.00395089 0.0576943 0.00765466 4.811e-06 0.0701116 
k=94 0.000806894 0.00395089 0.0576943 0.00765466 4.684e-06 0.0701114 
k=95 0.000806894 0.00395089 0.0576943 0.00765466 4.805e-06 0.0701116 
k=96 0.000806894 0.00395089 0.0576943 0.00765466 4.738e-06 0.0701115 
k=97 0.000806894 0.00395089 0.0576943 0.00765466 4.756e-06 0.0701115 
k=98 0.000806894 0.00395089 0.0576943 0.00765466 4.681e-06 0.0701114 
k=99 0.000806894 0.00395089 0.0576943 0.00765466 4.8e-06 0.0701116 
k=100 0.000806894 0.00395089 0.0576943 0.00765466 4.74e-06 0.0701115 
k=101 0.000806894 0.00395089 0.0576943 0.00765466 4.794e-06 0.0701116 
k=102 0.000806894 0.00395089 0.0576943 0.00765466 4.717e-06 0.0701115 
k=103 0.000806894 0.00395089 0.0576943 0.00765466 4.813e-06 0.0701116 
k=104 0.000806894 0.00395089 0.0576943 0.00765466 4.7e-06 0.0701115 
k=105 0.000806894 0.00395089 0.0576943 0.00765466 4.813e-06 0.0701116 
k=106 0.000806894 0.00395089 0.0576943 0.00765466 4.678e-06 0.0701114 
k=107 0.000806894 0.00395089 0.0576943 0.00765466 4.807e-06 0.0701116 
k=108 0.000806894 0.00395089 0.0576943 0.00765466 4.693e-06 0.0701115 
k=109 0.000806894 0.00395089 0.0576943 0.00765466 4.77e-06 0.0701115 
k=110 0.000806894 0.00395089 0.0576943 0.00765466 4.717e-06 0.0701115 
k=111 0.000806894 0.00395089 0.0576943 0.00765466 4.817e-06 0.0701116 
k=112 0.000806894 0.00395089 0.0576943 0.00765466 4.727e-06 0.0701115 
k=113 0.000806894 0.00395089 0.0576943 0.00765466 4.81e-06 0.0701116 
k=114 0.000806894 0.00395089 0.0576943 0.00765466 4.712e-06 0.0701115 
k=115 0.000806894 0.00395089 0.0576943 0.00765466 4.794e-06 0.0701116 
