 dataLoadingTime iforestTime massMatrixTime sortNeighTime aScoreComputationTime TotalTime
k=77 0.00074637 0.00394597 0.169952 0.00765535 5.041e-06 0.182304 
k=78 0.00074637 0.00394597 0.169952 0.00765535 4.834e-06 0.182304 
k=79 0.00074637 0.00394597 0.169952 0.00765535 4.978e-06 0.182304 
k=80 0.00074637 0.00394597 0.169952 0.00765535 4.838e-06 0.182304 
k=81 0.00074637 0.00394597 0.169952 0.00765535 5.047e-06 0.182304 
k=82 0.00074637 0.00394597 0.169952 0.00765535 4.865e-06 0.182304 
k=83 0.00074637 0.00394597 0.169952 0.00765535 5.012e-06 0.182304 
k=84 0.00074637 0.00394597 0.169952 0.00765535 4.844e-06 0.182304 
k=85 0.00074637 0.00394597 0.169952 0.00765535 5.026e-06 0.182304 
k=86 0.00074637 0.00394597 0.169952 0.00765535 4.897e-06 0.182304 
k=87 0.00074637 0.00394597 0.169952 0.00765535 5.104e-06 0.182304 
k=88 0.00074637 0.00394597 0.169952 0.00765535 4.819e-06 0.182304 
k=89 0.00074637 0.00394597 0.169952 0.00765535 5.377e-06 0.182305 
k=90 0.00074637 0.00394597 0.169952 0.00765535 4.855e-06 0.182304 
k=91 0.00074637 0.00394597 0.169952 0.00765535 4.991e-06 0.182304 
k=92 0.00074637 0.00394597 0.169952 0.00765535 4.862e-06 0.182304 
k=93 0.00074637 0.00394597 0.169952 0.00765535 5.502e-06 0.182305 
k=94 0.00074637 0.00394597 0.169952 0.00765535 4.832e-06 0.182304 
k=95 0.00074637 0.00394597 0.169952 0.00765535 4.987e-06 0.182304 
k=96 0.00074637 0.00394597 0.169952 0.00765535 4.877e-06 0.182304 
k=97 0.00074637 0.00394597 0.169952 0.00765535 5.209e-06 0.182305 
k=98 0.00074637 0.00394597 0.169952 0.00765535 4.854e-06 0.182304 
k=99 0.00074637 0.00394597 0.169952 0.00765535 5.079e-06 0.182304 
k=100 0.00074637 0.00394597 0.169952 0.00765535 4.828e-06 0.182304 
k=101 0.00074637 0.00394597 0.169952 0.00765535 5.071e-06 0.182304 
k=102 0.00074637 0.00394597 0.169952 0.00765535 4.831e-06 0.182304 
k=103 0.00074637 0.00394597 0.169952 0.00765535 5.175e-06 0.182304 
k=104 0.00074637 0.00394597 0.169952 0.00765535 4.869e-06 0.182304 
k=105 0.00074637 0.00394597 0.169952 0.00765535 5.243e-06 0.182305 
k=106 0.00074637 0.00394597 0.169952 0.00765535 4.888e-06 0.182304 
k=107 0.00074637 0.00394597 0.169952 0.00765535 5.229e-06 0.182305 
k=108 0.00074637 0.00394597 0.169952 0.00765535 4.887e-06 0.182304 
k=109 0.00074637 0.00394597 0.169952 0.00765535 5.049e-06 0.182304 
k=110 0.00074637 0.00394597 0.169952 0.00765535 4.86e-06 0.182304 
k=111 0.00074637 0.00394597 0.169952 0.00765535 5.038e-06 0.182304 
k=112 0.00074637 0.00394597 0.169952 0.00765535 4.849e-06 0.182304 
k=113 0.00074637 0.00394597 0.169952 0.00765535 5.153e-06 0.182304 
k=114 0.00074637 0.00394597 0.169952 0.00765535 4.825e-06 0.182304 
k=115 0.00074637 0.00394597 0.169952 0.00765535 4.998e-06 0.182304 
