 dataLoadingTime iforestTime massMatrixTime sortNeighTime aScoreComputationTime TotalTime
k=98 0.000744599 0.00375304 0.26869 0.00761748 4.736e-06 0.28081 
k=99 0.000744599 0.00375304 0.26869 0.00761748 4.819e-06 0.28081 
k=100 0.000744599 0.00375304 0.26869 0.00761748 4.77e-06 0.28081 
k=101 0.000744599 0.00375304 0.26869 0.00761748 4.859e-06 0.28081 
k=102 0.000744599 0.00375304 0.26869 0.00761748 4.76e-06 0.28081 
k=103 0.000744599 0.00375304 0.26869 0.00761748 4.795e-06 0.28081 
k=104 0.000744599 0.00375304 0.26869 0.00761748 4.74e-06 0.28081 
k=105 0.000744599 0.00375304 0.26869 0.00761748 4.816e-06 0.28081 
k=106 0.000744599 0.00375304 0.26869 0.00761748 4.768e-06 0.28081 
k=107 0.000744599 0.00375304 0.26869 0.00761748 4.827e-06 0.28081 
k=108 0.000744599 0.00375304 0.26869 0.00761748 4.712e-06 0.28081 
k=109 0.000744599 0.00375304 0.26869 0.00761748 4.812e-06 0.28081 
k=110 0.000744599 0.00375304 0.26869 0.00761748 4.801e-06 0.28081 
k=111 0.000744599 0.00375304 0.26869 0.00761748 4.836e-06 0.28081 
k=112 0.000744599 0.00375304 0.26869 0.00761748 4.748e-06 0.28081 
k=113 0.000744599 0.00375304 0.26869 0.00761748 4.837e-06 0.28081 
k=114 0.000744599 0.00375304 0.26869 0.00761748 4.763e-06 0.28081 
k=115 0.000744599 0.00375304 0.26869 0.00761748 4.858e-06 0.28081 
