 dataLoadingTime iforestTime massMatrixTime sortNeighTime aScoreComputationTime TotalTime
k=43 0.000745541 0.00375334 0.167832 0.0076261 4.821e-06 0.179962 
k=44 0.000745541 0.00375334 0.167832 0.0076261 4.766e-06 0.179962 
k=45 0.000745541 0.00375334 0.167832 0.0076261 4.85e-06 0.179962 
k=46 0.000745541 0.00375334 0.167832 0.0076261 4.768e-06 0.179962 
k=47 0.000745541 0.00375334 0.167832 0.0076261 4.814e-06 0.179962 
k=48 0.000745541 0.00375334 0.167832 0.0076261 4.793e-06 0.179962 
k=49 0.000745541 0.00375334 0.167832 0.0076261 4.826e-06 0.179962 
k=50 0.000745541 0.00375334 0.167832 0.0076261 4.819e-06 0.179962 
k=51 0.000745541 0.00375334 0.167832 0.0076261 4.81e-06 0.179962 
k=52 0.000745541 0.00375334 0.167832 0.0076261 4.777e-06 0.179962 
k=53 0.000745541 0.00375334 0.167832 0.0076261 4.834e-06 0.179962 
k=54 0.000745541 0.00375334 0.167832 0.0076261 4.746e-06 0.179962 
k=55 0.000745541 0.00375334 0.167832 0.0076261 4.829e-06 0.179962 
k=56 0.000745541 0.00375334 0.167832 0.0076261 4.766e-06 0.179962 
k=57 0.000745541 0.00375334 0.167832 0.0076261 4.826e-06 0.179962 
k=58 0.000745541 0.00375334 0.167832 0.0076261 4.797e-06 0.179962 
k=59 0.000745541 0.00375334 0.167832 0.0076261 4.825e-06 0.179962 
k=60 0.000745541 0.00375334 0.167832 0.0076261 4.766e-06 0.179962 
k=61 0.000745541 0.00375334 0.167832 0.0076261 5.036e-06 0.179962 
k=62 0.000745541 0.00375334 0.167832 0.0076261 4.789e-06 0.179962 
k=63 0.000745541 0.00375334 0.167832 0.0076261 4.825e-06 0.179962 
k=64 0.000745541 0.00375334 0.167832 0.0076261 4.784e-06 0.179962 
k=65 0.000745541 0.00375334 0.167832 0.0076261 9.0906e-05 0.180048 
k=66 0.000745541 0.00375334 0.167832 0.0076261 5.029e-06 0.179962 
k=67 0.000745541 0.00375334 0.167832 0.0076261 4.875e-06 0.179962 
k=68 0.000745541 0.00375334 0.167832 0.0076261 4.755e-06 0.179962 
k=69 0.000745541 0.00375334 0.167832 0.0076261 4.859e-06 0.179962 
k=70 0.000745541 0.00375334 0.167832 0.0076261 4.754e-06 0.179962 
k=71 0.000745541 0.00375334 0.167832 0.0076261 4.821e-06 0.179962 
k=72 0.000745541 0.00375334 0.167832 0.0076261 4.757e-06 0.179962 
k=73 0.000745541 0.00375334 0.167832 0.0076261 4.834e-06 0.179962 
k=74 0.000745541 0.00375334 0.167832 0.0076261 4.719e-06 0.179961 
k=75 0.000745541 0.00375334 0.167832 0.0076261 4.879e-06 0.179962 
k=76 0.000745541 0.00375334 0.167832 0.0076261 4.735e-06 0.179962 
k=77 0.000745541 0.00375334 0.167832 0.0076261 4.887e-06 0.179962 
k=78 0.000745541 0.00375334 0.167832 0.0076261 4.777e-06 0.179962 
k=79 0.000745541 0.00375334 0.167832 0.0076261 4.757e-06 0.179962 
k=80 0.000745541 0.00375334 0.167832 0.0076261 4.729e-06 0.179962 
k=81 0.000745541 0.00375334 0.167832 0.0076261 4.94e-06 0.179962 
k=82 0.000745541 0.00375334 0.167832 0.0076261 4.711e-06 0.179961 
k=83 0.000745541 0.00375334 0.167832 0.0076261 4.841e-06 0.179962 
k=84 0.000745541 0.00375334 0.167832 0.0076261 4.799e-06 0.179962 
k=85 0.000745541 0.00375334 0.167832 0.0076261 4.868e-06 0.179962 
k=86 0.000745541 0.00375334 0.167832 0.0076261 4.754e-06 0.179962 
k=87 0.000745541 0.00375334 0.167832 0.0076261 4.806e-06 0.179962 
k=88 0.000745541 0.00375334 0.167832 0.0076261 4.746e-06 0.179962 
k=89 0.000745541 0.00375334 0.167832 0.0076261 4.876e-06 0.179962 
k=90 0.000745541 0.00375334 0.167832 0.0076261 4.756e-06 0.179962 
k=91 0.000745541 0.00375334 0.167832 0.0076261 4.851e-06 0.179962 
k=92 0.000745541 0.00375334 0.167832 0.0076261 4.797e-06 0.179962 
k=93 0.000745541 0.00375334 0.167832 0.0076261 4.823e-06 0.179962 
k=94 0.000745541 0.00375334 0.167832 0.0076261 4.764e-06 0.179962 
k=95 0.000745541 0.00375334 0.167832 0.0076261 4.868e-06 0.179962 
k=96 0.000745541 0.00375334 0.167832 0.0076261 4.79e-06 0.179962 
k=97 0.000745541 0.00375334 0.167832 0.0076261 4.809e-06 0.179962 
k=98 0.000745541 0.00375334 0.167832 0.0076261 4.78e-06 0.179962 
k=99 0.000745541 0.00375334 0.167832 0.0076261 4.882e-06 0.179962 
k=100 0.000745541 0.00375334 0.167832 0.0076261 4.813e-06 0.179962 
k=101 0.000745541 0.00375334 0.167832 0.0076261 5.075e-06 0.179962 
k=102 0.000745541 0.00375334 0.167832 0.0076261 4.752e-06 0.179962 
k=103 0.000745541 0.00375334 0.167832 0.0076261 4.799e-06 0.179962 
k=104 0.000745541 0.00375334 0.167832 0.0076261 4.707e-06 0.179961 
k=105 0.000745541 0.00375334 0.167832 0.0076261 4.827e-06 0.179962 
k=106 0.000745541 0.00375334 0.167832 0.0076261 4.756e-06 0.179962 
k=107 0.000745541 0.00375334 0.167832 0.0076261 4.821e-06 0.179962 
k=108 0.000745541 0.00375334 0.167832 0.0076261 4.776e-06 0.179962 
k=109 0.000745541 0.00375334 0.167832 0.0076261 4.878e-06 0.179962 
k=110 0.000745541 0.00375334 0.167832 0.0076261 4.747e-06 0.179962 
k=111 0.000745541 0.00375334 0.167832 0.0076261 4.885e-06 0.179962 
k=112 0.000745541 0.00375334 0.167832 0.0076261 4.737e-06 0.179962 
k=113 0.000745541 0.00375334 0.167832 0.0076261 4.835e-06 0.179962 
k=114 0.000745541 0.00375334 0.167832 0.0076261 4.751e-06 0.179962 
k=115 0.000745541 0.00375334 0.167832 0.0076261 4.91e-06 0.179962 
