 dataLoadingTime iforestTime massMatrixTime sortNeighTime aScoreComputationTime TotalTime
k=48 0.00074425 0.00382878 0.169161 0.00764434 4.767e-06 0.181383 
k=49 0.00074425 0.00382878 0.169161 0.00764434 4.826e-06 0.181383 
k=50 0.00074425 0.00382878 0.169161 0.00764434 4.757e-06 0.181383 
k=51 0.00074425 0.00382878 0.169161 0.00764434 4.842e-06 0.181383 
k=52 0.00074425 0.00382878 0.169161 0.00764434 4.757e-06 0.181383 
k=53 0.00074425 0.00382878 0.169161 0.00764434 4.823e-06 0.181383 
k=54 0.00074425 0.00382878 0.169161 0.00764434 4.762e-06 0.181383 
k=55 0.00074425 0.00382878 0.169161 0.00764434 4.806e-06 0.181383 
k=56 0.00074425 0.00382878 0.169161 0.00764434 4.74e-06 0.181383 
k=57 0.00074425 0.00382878 0.169161 0.00764434 4.808e-06 0.181383 
k=58 0.00074425 0.00382878 0.169161 0.00764434 4.74e-06 0.181383 
k=59 0.00074425 0.00382878 0.169161 0.00764434 4.828e-06 0.181383 
k=60 0.00074425 0.00382878 0.169161 0.00764434 4.764e-06 0.181383 
k=61 0.00074425 0.00382878 0.169161 0.00764434 4.842e-06 0.181383 
k=62 0.00074425 0.00382878 0.169161 0.00764434 4.774e-06 0.181383 
k=63 0.00074425 0.00382878 0.169161 0.00764434 4.815e-06 0.181383 
k=64 0.00074425 0.00382878 0.169161 0.00764434 4.738e-06 0.181383 
k=65 0.00074425 0.00382878 0.169161 0.00764434 9.0234e-05 0.181468 
k=66 0.00074425 0.00382878 0.169161 0.00764434 5.031e-06 0.181383 
k=67 0.00074425 0.00382878 0.169161 0.00764434 4.813e-06 0.181383 
k=68 0.00074425 0.00382878 0.169161 0.00764434 4.745e-06 0.181383 
k=69 0.00074425 0.00382878 0.169161 0.00764434 4.806e-06 0.181383 
k=70 0.00074425 0.00382878 0.169161 0.00764434 4.746e-06 0.181383 
k=71 0.00074425 0.00382878 0.169161 0.00764434 4.826e-06 0.181383 
k=72 0.00074425 0.00382878 0.169161 0.00764434 4.769e-06 0.181383 
k=73 0.00074425 0.00382878 0.169161 0.00764434 4.767e-06 0.181383 
k=74 0.00074425 0.00382878 0.169161 0.00764434 4.77e-06 0.181383 
k=75 0.00074425 0.00382878 0.169161 0.00764434 4.859e-06 0.181383 
k=76 0.00074425 0.00382878 0.169161 0.00764434 4.747e-06 0.181383 
k=77 0.00074425 0.00382878 0.169161 0.00764434 4.777e-06 0.181383 
k=78 0.00074425 0.00382878 0.169161 0.00764434 4.72e-06 0.181383 
k=79 0.00074425 0.00382878 0.169161 0.00764434 4.841e-06 0.181383 
k=80 0.00074425 0.00382878 0.169161 0.00764434 4.756e-06 0.181383 
k=81 0.00074425 0.00382878 0.169161 0.00764434 4.807e-06 0.181383 
k=82 0.00074425 0.00382878 0.169161 0.00764434 4.742e-06 0.181383 
k=83 0.00074425 0.00382878 0.169161 0.00764434 4.896e-06 0.181383 
k=84 0.00074425 0.00382878 0.169161 0.00764434 4.733e-06 0.181383 
k=85 0.00074425 0.00382878 0.169161 0.00764434 4.835e-06 0.181383 
k=86 0.00074425 0.00382878 0.169161 0.00764434 4.737e-06 0.181383 
k=87 0.00074425 0.00382878 0.169161 0.00764434 4.841e-06 0.181383 
k=88 0.00074425 0.00382878 0.169161 0.00764434 4.743e-06 0.181383 
k=89 0.00074425 0.00382878 0.169161 0.00764434 4.811e-06 0.181383 
k=90 0.00074425 0.00382878 0.169161 0.00764434 4.731e-06 0.181383 
k=91 0.00074425 0.00382878 0.169161 0.00764434 4.859e-06 0.181383 
k=92 0.00074425 0.00382878 0.169161 0.00764434 4.742e-06 0.181383 
k=93 0.00074425 0.00382878 0.169161 0.00764434 4.814e-06 0.181383 
k=94 0.00074425 0.00382878 0.169161 0.00764434 4.767e-06 0.181383 
k=95 0.00074425 0.00382878 0.169161 0.00764434 4.844e-06 0.181383 
k=96 0.00074425 0.00382878 0.169161 0.00764434 4.758e-06 0.181383 
k=97 0.00074425 0.00382878 0.169161 0.00764434 4.847e-06 0.181383 
k=98 0.00074425 0.00382878 0.169161 0.00764434 4.735e-06 0.181383 
k=99 0.00074425 0.00382878 0.169161 0.00764434 4.849e-06 0.181383 
k=100 0.00074425 0.00382878 0.169161 0.00764434 4.742e-06 0.181383 
k=101 0.00074425 0.00382878 0.169161 0.00764434 4.777e-06 0.181383 
k=102 0.00074425 0.00382878 0.169161 0.00764434 4.751e-06 0.181383 
k=103 0.00074425 0.00382878 0.169161 0.00764434 4.802e-06 0.181383 
k=104 0.00074425 0.00382878 0.169161 0.00764434 4.756e-06 0.181383 
k=105 0.00074425 0.00382878 0.169161 0.00764434 4.805e-06 0.181383 
k=106 0.00074425 0.00382878 0.169161 0.00764434 4.716e-06 0.181383 
k=107 0.00074425 0.00382878 0.169161 0.00764434 4.805e-06 0.181383 
k=108 0.00074425 0.00382878 0.169161 0.00764434 4.716e-06 0.181383 
k=109 0.00074425 0.00382878 0.169161 0.00764434 4.788e-06 0.181383 
k=110 0.00074425 0.00382878 0.169161 0.00764434 4.712e-06 0.181383 
k=111 0.00074425 0.00382878 0.169161 0.00764434 4.823e-06 0.181383 
k=112 0.00074425 0.00382878 0.169161 0.00764434 4.712e-06 0.181383 
k=113 0.00074425 0.00382878 0.169161 0.00764434 4.78e-06 0.181383 
k=114 0.00074425 0.00382878 0.169161 0.00764434 4.77e-06 0.181383 
k=115 0.00074425 0.00382878 0.169161 0.00764434 4.833e-06 0.181383 
