 dataLoadingTime iforestTime massMatrixTime sortNeighTime aScoreComputationTime TotalTime
k=53 0.000814385 0.00397668 0.283217 0.00767789 4.877e-06 0.295691 
k=54 0.000814385 0.00397668 0.283217 0.00767789 4.723e-06 0.295691 
k=55 0.000814385 0.00397668 0.283217 0.00767789 4.85e-06 0.295691 
k=56 0.000814385 0.00397668 0.283217 0.00767789 4.703e-06 0.295691 
k=57 0.000814385 0.00397668 0.283217 0.00767789 4.999e-06 0.295691 
k=58 0.000814385 0.00397668 0.283217 0.00767789 4.701e-06 0.295691 
k=59 0.000814385 0.00397668 0.283217 0.00767789 5.034e-06 0.295691 
k=60 0.000814385 0.00397668 0.283217 0.00767789 4.732e-06 0.295691 
k=61 0.000814385 0.00397668 0.283217 0.00767789 4.863e-06 0.295691 
k=62 0.000814385 0.00397668 0.283217 0.00767789 4.76e-06 0.295691 
k=63 0.000814385 0.00397668 0.283217 0.00767789 4.978e-06 0.295691 
k=64 0.000814385 0.00397668 0.283217 0.00767789 4.718e-06 0.295691 
k=65 0.000814385 0.00397668 0.283217 0.00767789 9.0662e-05 0.295777 
k=66 0.000814385 0.00397668 0.283217 0.00767789 4.909e-06 0.295691 
k=67 0.000814385 0.00397668 0.283217 0.00767789 5.151e-06 0.295692 
k=68 0.000814385 0.00397668 0.283217 0.00767789 4.743e-06 0.295691 
k=69 0.000814385 0.00397668 0.283217 0.00767789 4.97e-06 0.295691 
k=70 0.000814385 0.00397668 0.283217 0.00767789 4.744e-06 0.295691 
k=71 0.000814385 0.00397668 0.283217 0.00767789 4.956e-06 0.295691 
k=72 0.000814385 0.00397668 0.283217 0.00767789 4.764e-06 0.295691 
k=73 0.000814385 0.00397668 0.283217 0.00767789 4.921e-06 0.295691 
k=74 0.000814385 0.00397668 0.283217 0.00767789 4.744e-06 0.295691 
k=75 0.000814385 0.00397668 0.283217 0.00767789 4.938e-06 0.295691 
k=76 0.000814385 0.00397668 0.283217 0.00767789 4.783e-06 0.295691 
k=77 0.000814385 0.00397668 0.283217 0.00767789 4.921e-06 0.295691 
k=78 0.000814385 0.00397668 0.283217 0.00767789 4.721e-06 0.295691 
k=79 0.000814385 0.00397668 0.283217 0.00767789 4.776e-06 0.295691 
k=80 0.000814385 0.00397668 0.283217 0.00767789 4.726e-06 0.295691 
k=81 0.000814385 0.00397668 0.283217 0.00767789 4.931e-06 0.295691 
k=82 0.000814385 0.00397668 0.283217 0.00767789 4.686e-06 0.295691 
k=83 0.000814385 0.00397668 0.283217 0.00767789 4.952e-06 0.295691 
k=84 0.000814385 0.00397668 0.283217 0.00767789 4.709e-06 0.295691 
k=85 0.000814385 0.00397668 0.283217 0.00767789 5.052e-06 0.295691 
k=86 0.000814385 0.00397668 0.283217 0.00767789 4.75e-06 0.295691 
k=87 0.000814385 0.00397668 0.283217 0.00767789 4.907e-06 0.295691 
k=88 0.000814385 0.00397668 0.283217 0.00767789 4.72e-06 0.295691 
k=89 0.000814385 0.00397668 0.283217 0.00767789 5.312e-06 0.295692 
k=90 0.000814385 0.00397668 0.283217 0.00767789 4.704e-06 0.295691 
k=91 0.000814385 0.00397668 0.283217 0.00767789 4.992e-06 0.295691 
k=92 0.000814385 0.00397668 0.283217 0.00767789 4.721e-06 0.295691 
k=93 0.000814385 0.00397668 0.283217 0.00767789 4.983e-06 0.295691 
k=94 0.000814385 0.00397668 0.283217 0.00767789 4.717e-06 0.295691 
k=95 0.000814385 0.00397668 0.283217 0.00767789 4.917e-06 0.295691 
k=96 0.000814385 0.00397668 0.283217 0.00767789 4.735e-06 0.295691 
k=97 0.000814385 0.00397668 0.283217 0.00767789 4.935e-06 0.295691 
k=98 0.000814385 0.00397668 0.283217 0.00767789 4.726e-06 0.295691 
k=99 0.000814385 0.00397668 0.283217 0.00767789 5.373e-06 0.295692 
k=100 0.000814385 0.00397668 0.283217 0.00767789 4.76e-06 0.295691 
k=101 0.000814385 0.00397668 0.283217 0.00767789 5.209e-06 0.295692 
k=102 0.000814385 0.00397668 0.283217 0.00767789 4.697e-06 0.295691 
k=103 0.000814385 0.00397668 0.283217 0.00767789 4.8e-06 0.295691 
k=104 0.000814385 0.00397668 0.283217 0.00767789 4.699e-06 0.295691 
k=105 0.000814385 0.00397668 0.283217 0.00767789 4.948e-06 0.295691 
k=106 0.000814385 0.00397668 0.283217 0.00767789 4.742e-06 0.295691 
k=107 0.000814385 0.00397668 0.283217 0.00767789 4.893e-06 0.295691 
k=108 0.000814385 0.00397668 0.283217 0.00767789 4.79e-06 0.295691 
k=109 0.000814385 0.00397668 0.283217 0.00767789 4.821e-06 0.295691 
k=110 0.000814385 0.00397668 0.283217 0.00767789 4.753e-06 0.295691 
k=111 0.000814385 0.00397668 0.283217 0.00767789 4.833e-06 0.295691 
k=112 0.000814385 0.00397668 0.283217 0.00767789 4.671e-06 0.295691 
k=113 0.000814385 0.00397668 0.283217 0.00767789 5.05e-06 0.295691 
k=114 0.000814385 0.00397668 0.283217 0.00767789 4.729e-06 0.295691 
k=115 0.000814385 0.00397668 0.283217 0.00767789 4.983e-06 0.295691 
