 dataLoadingTime iforestTime massMatrixTime sortNeighTime aScoreComputationTime TotalTime
k=26 0.000808569 0.00395565 0.0584753 0.00764705 4.735e-06 0.0708913 
k=27 0.000808569 0.00395565 0.0584753 0.00764705 4.761e-06 0.0708914 
k=28 0.000808569 0.00395565 0.0584753 0.00764705 4.752e-06 0.0708914 
k=29 0.000808569 0.00395565 0.0584753 0.00764705 4.801e-06 0.0708914 
k=30 0.000808569 0.00395565 0.0584753 0.00764705 4.704e-06 0.0708913 
k=31 0.000808569 0.00395565 0.0584753 0.00764705 4.835e-06 0.0708914 
k=32 0.000808569 0.00395565 0.0584753 0.00764705 4.749e-06 0.0708914 
k=33 0.000808569 0.00395565 0.0584753 0.00764705 7.5106e-05 0.0709617 
k=34 0.000808569 0.00395565 0.0584753 0.00764705 5.122e-06 0.0708917 
k=35 0.000808569 0.00395565 0.0584753 0.00764705 4.844e-06 0.0708914 
k=36 0.000808569 0.00395565 0.0584753 0.00764705 4.776e-06 0.0708914 
k=37 0.000808569 0.00395565 0.0584753 0.00764705 4.805e-06 0.0708914 
k=38 0.000808569 0.00395565 0.0584753 0.00764705 4.771e-06 0.0708914 
k=39 0.000808569 0.00395565 0.0584753 0.00764705 4.856e-06 0.0708915 
k=40 0.000808569 0.00395565 0.0584753 0.00764705 4.754e-06 0.0708914 
k=41 0.000808569 0.00395565 0.0584753 0.00764705 4.838e-06 0.0708914 
k=42 0.000808569 0.00395565 0.0584753 0.00764705 4.844e-06 0.0708914 
k=43 0.000808569 0.00395565 0.0584753 0.00764705 4.802e-06 0.0708914 
k=44 0.000808569 0.00395565 0.0584753 0.00764705 4.791e-06 0.0708914 
k=45 0.000808569 0.00395565 0.0584753 0.00764705 4.951e-06 0.0708916 
k=46 0.000808569 0.00395565 0.0584753 0.00764705 4.778e-06 0.0708914 
k=47 0.000808569 0.00395565 0.0584753 0.00764705 4.847e-06 0.0708915 
k=48 0.000808569 0.00395565 0.0584753 0.00764705 4.759e-06 0.0708914 
k=49 0.000808569 0.00395565 0.0584753 0.00764705 4.839e-06 0.0708914 
k=50 0.000808569 0.00395565 0.0584753 0.00764705 4.775e-06 0.0708914 
k=51 0.000808569 0.00395565 0.0584753 0.00764705 4.775e-06 0.0708914 
k=52 0.000808569 0.00395565 0.0584753 0.00764705 4.807e-06 0.0708914 
k=53 0.000808569 0.00395565 0.0584753 0.00764705 4.812e-06 0.0708914 
k=54 0.000808569 0.00395565 0.0584753 0.00764705 4.747e-06 0.0708914 
k=55 0.000808569 0.00395565 0.0584753 0.00764705 4.87e-06 0.0708915 
k=56 0.000808569 0.00395565 0.0584753 0.00764705 4.753e-06 0.0708914 
k=57 0.000808569 0.00395565 0.0584753 0.00764705 4.785e-06 0.0708914 
k=58 0.000808569 0.00395565 0.0584753 0.00764705 4.781e-06 0.0708914 
k=59 0.000808569 0.00395565 0.0584753 0.00764705 4.883e-06 0.0708915 
k=60 0.000808569 0.00395565 0.0584753 0.00764705 4.814e-06 0.0708914 
k=61 0.000808569 0.00395565 0.0584753 0.00764705 4.794e-06 0.0708914 
k=62 0.000808569 0.00395565 0.0584753 0.00764705 4.73e-06 0.0708913 
k=63 0.000808569 0.00395565 0.0584753 0.00764705 4.826e-06 0.0708914 
k=64 0.000808569 0.00395565 0.0584753 0.00764705 5.064e-06 0.0708917 
k=65 0.000808569 0.00395565 0.0584753 0.00764705 0.000112127 0.0709987 
k=66 0.000808569 0.00395565 0.0584753 0.00764705 5.2e-06 0.0708918 
k=67 0.000808569 0.00395565 0.0584753 0.00764705 4.861e-06 0.0708915 
k=68 0.000808569 0.00395565 0.0584753 0.00764705 4.797e-06 0.0708914 
k=69 0.000808569 0.00395565 0.0584753 0.00764705 4.837e-06 0.0708914 
k=70 0.000808569 0.00395565 0.0584753 0.00764705 4.735e-06 0.0708913 
k=71 0.000808569 0.00395565 0.0584753 0.00764705 4.795e-06 0.0708914 
k=72 0.000808569 0.00395565 0.0584753 0.00764705 4.793e-06 0.0708914 
k=73 0.000808569 0.00395565 0.0584753 0.00764705 4.897e-06 0.0708915 
k=74 0.000808569 0.00395565 0.0584753 0.00764705 4.773e-06 0.0708914 
k=75 0.000808569 0.00395565 0.0584753 0.00764705 4.812e-06 0.0708914 
k=76 0.000808569 0.00395565 0.0584753 0.00764705 4.767e-06 0.0708914 
k=77 0.000808569 0.00395565 0.0584753 0.00764705 4.81e-06 0.0708914 
k=78 0.000808569 0.00395565 0.0584753 0.00764705 4.745e-06 0.0708913 
k=79 0.000808569 0.00395565 0.0584753 0.00764705 4.861e-06 0.0708915 
k=80 0.000808569 0.00395565 0.0584753 0.00764705 4.7e-06 0.0708913 
k=81 0.000808569 0.00395565 0.0584753 0.00764705 4.8e-06 0.0708914 
k=82 0.000808569 0.00395565 0.0584753 0.00764705 4.778e-06 0.0708914 
k=83 0.000808569 0.00395565 0.0584753 0.00764705 4.837e-06 0.0708914 
k=84 0.000808569 0.00395565 0.0584753 0.00764705 4.74e-06 0.0708913 
k=85 0.000808569 0.00395565 0.0584753 0.00764705 4.826e-06 0.0708914 
k=86 0.000808569 0.00395565 0.0584753 0.00764705 4.754e-06 0.0708914 
k=87 0.000808569 0.00395565 0.0584753 0.00764705 4.833e-06 0.0708914 
k=88 0.000808569 0.00395565 0.0584753 0.00764705 4.743e-06 0.0708913 
k=89 0.000808569 0.00395565 0.0584753 0.00764705 4.829e-06 0.0708914 
k=90 0.000808569 0.00395565 0.0584753 0.00764705 4.773e-06 0.0708914 
k=91 0.000808569 0.00395565 0.0584753 0.00764705 4.8e-06 0.0708914 
k=92 0.000808569 0.00395565 0.0584753 0.00764705 4.715e-06 0.0708913 
k=93 0.000808569 0.00395565 0.0584753 0.00764705 4.797e-06 0.0708914 
k=94 0.000808569 0.00395565 0.0584753 0.00764705 4.751e-06 0.0708914 
k=95 0.000808569 0.00395565 0.0584753 0.00764705 4.781e-06 0.0708914 
k=96 0.000808569 0.00395565 0.0584753 0.00764705 4.748e-06 0.0708914 
k=97 0.000808569 0.00395565 0.0584753 0.00764705 4.796e-06 0.0708914 
k=98 0.000808569 0.00395565 0.0584753 0.00764705 4.744e-06 0.0708913 
k=99 0.000808569 0.00395565 0.0584753 0.00764705 4.876e-06 0.0708915 
k=100 0.000808569 0.00395565 0.0584753 0.00764705 4.692e-06 0.0708913 
k=101 0.000808569 0.00395565 0.0584753 0.00764705 4.776e-06 0.0708914 
k=102 0.000808569 0.00395565 0.0584753 0.00764705 4.74e-06 0.0708913 
k=103 0.000808569 0.00395565 0.0584753 0.00764705 4.768e-06 0.0708914 
k=104 0.000808569 0.00395565 0.0584753 0.00764705 4.724e-06 0.0708913 
k=105 0.000808569 0.00395565 0.0584753 0.00764705 4.854e-06 0.0708915 
k=106 0.000808569 0.00395565 0.0584753 0.00764705 4.738e-06 0.0708913 
k=107 0.000808569 0.00395565 0.0584753 0.00764705 4.828e-06 0.0708914 
k=108 0.000808569 0.00395565 0.0584753 0.00764705 4.759e-06 0.0708914 
k=109 0.000808569 0.00395565 0.0584753 0.00764705 4.818e-06 0.0708914 
k=110 0.000808569 0.00395565 0.0584753 0.00764705 4.746e-06 0.0708913 
k=111 0.000808569 0.00395565 0.0584753 0.00764705 4.88e-06 0.0708915 
k=112 0.000808569 0.00395565 0.0584753 0.00764705 4.773e-06 0.0708914 
k=113 0.000808569 0.00395565 0.0584753 0.00764705 4.925e-06 0.0708915 
k=114 0.000808569 0.00395565 0.0584753 0.00764705 4.789e-06 0.0708914 
k=115 0.000808569 0.00395565 0.0584753 0.00764705 4.809e-06 0.0708914 
