 dataLoadingTime iforestTime massMatrixTime sortNeighTime aScoreComputationTime TotalTime
k=42 0.000809815 0.00343628 0.0561284 0.00766689 4.788e-06 0.0680462 
k=43 0.000809815 0.00343628 0.0561284 0.00766689 4.827e-06 0.0680462 
k=44 0.000809815 0.00343628 0.0561284 0.00766689 4.78e-06 0.0680461 
k=45 0.000809815 0.00343628 0.0561284 0.00766689 4.834e-06 0.0680462 
k=46 0.000809815 0.00343628 0.0561284 0.00766689 4.757e-06 0.0680461 
k=47 0.000809815 0.00343628 0.0561284 0.00766689 4.839e-06 0.0680462 
k=48 0.000809815 0.00343628 0.0561284 0.00766689 4.76e-06 0.0680461 
k=49 0.000809815 0.00343628 0.0561284 0.00766689 4.875e-06 0.0680462 
k=50 0.000809815 0.00343628 0.0561284 0.00766689 4.773e-06 0.0680461 
k=51 0.000809815 0.00343628 0.0561284 0.00766689 4.791e-06 0.0680462 
k=52 0.000809815 0.00343628 0.0561284 0.00766689 4.77e-06 0.0680461 
k=53 0.000809815 0.00343628 0.0561284 0.00766689 4.885e-06 0.0680462 
k=54 0.000809815 0.00343628 0.0561284 0.00766689 4.733e-06 0.0680461 
k=55 0.000809815 0.00343628 0.0561284 0.00766689 4.816e-06 0.0680462 
k=56 0.000809815 0.00343628 0.0561284 0.00766689 4.775e-06 0.0680461 
k=57 0.000809815 0.00343628 0.0561284 0.00766689 4.797e-06 0.0680462 
k=58 0.000809815 0.00343628 0.0561284 0.00766689 4.711e-06 0.0680461 
k=59 0.000809815 0.00343628 0.0561284 0.00766689 4.901e-06 0.0680463 
k=60 0.000809815 0.00343628 0.0561284 0.00766689 4.85e-06 0.0680462 
k=61 0.000809815 0.00343628 0.0561284 0.00766689 4.829e-06 0.0680462 
k=62 0.000809815 0.00343628 0.0561284 0.00766689 4.758e-06 0.0680461 
k=63 0.000809815 0.00343628 0.0561284 0.00766689 4.817e-06 0.0680462 
k=64 0.000809815 0.00343628 0.0561284 0.00766689 4.78e-06 0.0680461 
k=65 0.000809815 0.00343628 0.0561284 0.00766689 9.2391e-05 0.0681338 
k=66 0.000809815 0.00343628 0.0561284 0.00766689 5.295e-06 0.0680467 
k=67 0.000809815 0.00343628 0.0561284 0.00766689 4.845e-06 0.0680462 
k=68 0.000809815 0.00343628 0.0561284 0.00766689 4.805e-06 0.0680462 
k=69 0.000809815 0.00343628 0.0561284 0.00766689 4.852e-06 0.0680462 
k=70 0.000809815 0.00343628 0.0561284 0.00766689 4.791e-06 0.0680462 
k=71 0.000809815 0.00343628 0.0561284 0.00766689 4.847e-06 0.0680462 
k=72 0.000809815 0.00343628 0.0561284 0.00766689 4.813e-06 0.0680462 
k=73 0.000809815 0.00343628 0.0561284 0.00766689 4.869e-06 0.0680462 
k=74 0.000809815 0.00343628 0.0561284 0.00766689 4.819e-06 0.0680462 
k=75 0.000809815 0.00343628 0.0561284 0.00766689 4.921e-06 0.0680463 
k=76 0.000809815 0.00343628 0.0561284 0.00766689 4.757e-06 0.0680461 
k=77 0.000809815 0.00343628 0.0561284 0.00766689 4.833e-06 0.0680462 
k=78 0.000809815 0.00343628 0.0561284 0.00766689 4.809e-06 0.0680462 
k=79 0.000809815 0.00343628 0.0561284 0.00766689 4.876e-06 0.0680462 
k=80 0.000809815 0.00343628 0.0561284 0.00766689 4.816e-06 0.0680462 
k=81 0.000809815 0.00343628 0.0561284 0.00766689 4.856e-06 0.0680462 
k=82 0.000809815 0.00343628 0.0561284 0.00766689 4.734e-06 0.0680461 
k=83 0.000809815 0.00343628 0.0561284 0.00766689 4.859e-06 0.0680462 
k=84 0.000809815 0.00343628 0.0561284 0.00766689 4.786e-06 0.0680462 
k=85 0.000809815 0.00343628 0.0561284 0.00766689 4.814e-06 0.0680462 
k=86 0.000809815 0.00343628 0.0561284 0.00766689 4.776e-06 0.0680461 
k=87 0.000809815 0.00343628 0.0561284 0.00766689 4.895e-06 0.0680463 
k=88 0.000809815 0.00343628 0.0561284 0.00766689 4.792e-06 0.0680462 
k=89 0.000809815 0.00343628 0.0561284 0.00766689 4.853e-06 0.0680462 
k=90 0.000809815 0.00343628 0.0561284 0.00766689 4.805e-06 0.0680462 
k=91 0.000809815 0.00343628 0.0561284 0.00766689 4.794e-06 0.0680462 
k=92 0.000809815 0.00343628 0.0561284 0.00766689 4.779e-06 0.0680461 
k=93 0.000809815 0.00343628 0.0561284 0.00766689 4.779e-06 0.0680461 
k=94 0.000809815 0.00343628 0.0561284 0.00766689 4.794e-06 0.0680462 
k=95 0.000809815 0.00343628 0.0561284 0.00766689 4.807e-06 0.0680462 
k=96 0.000809815 0.00343628 0.0561284 0.00766689 4.752e-06 0.0680461 
k=97 0.000809815 0.00343628 0.0561284 0.00766689 4.902e-06 0.0680463 
k=98 0.000809815 0.00343628 0.0561284 0.00766689 4.739e-06 0.0680461 
k=99 0.000809815 0.00343628 0.0561284 0.00766689 4.837e-06 0.0680462 
k=100 0.000809815 0.00343628 0.0561284 0.00766689 4.767e-06 0.0680461 
k=101 0.000809815 0.00343628 0.0561284 0.00766689 4.802e-06 0.0680462 
k=102 0.000809815 0.00343628 0.0561284 0.00766689 4.691e-06 0.0680461 
k=103 0.000809815 0.00343628 0.0561284 0.00766689 4.834e-06 0.0680462 
k=104 0.000809815 0.00343628 0.0561284 0.00766689 4.711e-06 0.0680461 
k=105 0.000809815 0.00343628 0.0561284 0.00766689 4.806e-06 0.0680462 
k=106 0.000809815 0.00343628 0.0561284 0.00766689 4.77e-06 0.0680461 
k=107 0.000809815 0.00343628 0.0561284 0.00766689 4.837e-06 0.0680462 
k=108 0.000809815 0.00343628 0.0561284 0.00766689 4.732e-06 0.0680461 
k=109 0.000809815 0.00343628 0.0561284 0.00766689 4.875e-06 0.0680462 
k=110 0.000809815 0.00343628 0.0561284 0.00766689 4.761e-06 0.0680461 
k=111 0.000809815 0.00343628 0.0561284 0.00766689 4.808e-06 0.0680462 
k=112 0.000809815 0.00343628 0.0561284 0.00766689 4.769e-06 0.0680461 
k=113 0.000809815 0.00343628 0.0561284 0.00766689 4.803e-06 0.0680462 
k=114 0.000809815 0.00343628 0.0561284 0.00766689 4.771e-06 0.0680461 
k=115 0.000809815 0.00343628 0.0561284 0.00766689 4.831e-06 0.0680462 
