 dataLoadingTime iforestTime massMatrixTime sortNeighTime aScoreComputationTime TotalTime
k=42 0.000753866 0.00374447 0.0574518 0.00762683 4.718e-06 0.0695817 
k=43 0.000753866 0.00374447 0.0574518 0.00762683 4.798e-06 0.0695818 
k=44 0.000753866 0.00374447 0.0574518 0.00762683 4.769e-06 0.0695817 
k=45 0.000753866 0.00374447 0.0574518 0.00762683 4.841e-06 0.0695818 
k=46 0.000753866 0.00374447 0.0574518 0.00762683 4.777e-06 0.0695817 
k=47 0.000753866 0.00374447 0.0574518 0.00762683 4.869e-06 0.0695818 
k=48 0.000753866 0.00374447 0.0574518 0.00762683 4.787e-06 0.0695817 
k=49 0.000753866 0.00374447 0.0574518 0.00762683 4.818e-06 0.0695818 
k=50 0.000753866 0.00374447 0.0574518 0.00762683 4.845e-06 0.0695818 
k=51 0.000753866 0.00374447 0.0574518 0.00762683 4.809e-06 0.0695818 
k=52 0.000753866 0.00374447 0.0574518 0.00762683 4.785e-06 0.0695817 
k=53 0.000753866 0.00374447 0.0574518 0.00762683 4.818e-06 0.0695818 
k=54 0.000753866 0.00374447 0.0574518 0.00762683 4.762e-06 0.0695817 
k=55 0.000753866 0.00374447 0.0574518 0.00762683 4.844e-06 0.0695818 
k=56 0.000753866 0.00374447 0.0574518 0.00762683 4.741e-06 0.0695817 
k=57 0.000753866 0.00374447 0.0574518 0.00762683 4.827e-06 0.0695818 
k=58 0.000753866 0.00374447 0.0574518 0.00762683 4.728e-06 0.0695817 
k=59 0.000753866 0.00374447 0.0574518 0.00762683 4.924e-06 0.0695819 
k=60 0.000753866 0.00374447 0.0574518 0.00762683 4.75e-06 0.0695817 
k=61 0.000753866 0.00374447 0.0574518 0.00762683 4.906e-06 0.0695819 
k=62 0.000753866 0.00374447 0.0574518 0.00762683 4.766e-06 0.0695817 
k=63 0.000753866 0.00374447 0.0574518 0.00762683 4.872e-06 0.0695818 
k=64 0.000753866 0.00374447 0.0574518 0.00762683 4.794e-06 0.0695818 
k=65 0.000753866 0.00374447 0.0574518 0.00762683 9.7659e-05 0.0696746 
k=66 0.000753866 0.00374447 0.0574518 0.00762683 5.113e-06 0.0695821 
k=67 0.000753866 0.00374447 0.0574518 0.00762683 1.9058e-05 0.069596 
k=68 0.000753866 0.00374447 0.0574518 0.00762683 4.909e-06 0.0695819 
k=69 0.000753866 0.00374447 0.0574518 0.00762683 4.856e-06 0.0695818 
k=70 0.000753866 0.00374447 0.0574518 0.00762683 4.769e-06 0.0695817 
k=71 0.000753866 0.00374447 0.0574518 0.00762683 4.799e-06 0.0695818 
k=72 0.000753866 0.00374447 0.0574518 0.00762683 4.735e-06 0.0695817 
k=73 0.000753866 0.00374447 0.0574518 0.00762683 4.811e-06 0.0695818 
k=74 0.000753866 0.00374447 0.0574518 0.00762683 4.758e-06 0.0695817 
k=75 0.000753866 0.00374447 0.0574518 0.00762683 4.822e-06 0.0695818 
k=76 0.000753866 0.00374447 0.0574518 0.00762683 4.745e-06 0.0695817 
k=77 0.000753866 0.00374447 0.0574518 0.00762683 4.797e-06 0.0695818 
k=78 0.000753866 0.00374447 0.0574518 0.00762683 4.681e-06 0.0695816 
k=79 0.000753866 0.00374447 0.0574518 0.00762683 4.783e-06 0.0695817 
k=80 0.000753866 0.00374447 0.0574518 0.00762683 4.71e-06 0.0695817 
k=81 0.000753866 0.00374447 0.0574518 0.00762683 4.792e-06 0.0695818 
k=82 0.000753866 0.00374447 0.0574518 0.00762683 4.788e-06 0.0695817 
k=83 0.000753866 0.00374447 0.0574518 0.00762683 4.823e-06 0.0695818 
k=84 0.000753866 0.00374447 0.0574518 0.00762683 4.703e-06 0.0695817 
k=85 0.000753866 0.00374447 0.0574518 0.00762683 4.794e-06 0.0695818 
k=86 0.000753866 0.00374447 0.0574518 0.00762683 4.771e-06 0.0695817 
k=87 0.000753866 0.00374447 0.0574518 0.00762683 4.913e-06 0.0695819 
k=88 0.000753866 0.00374447 0.0574518 0.00762683 4.751e-06 0.0695817 
k=89 0.000753866 0.00374447 0.0574518 0.00762683 4.835e-06 0.0695818 
k=90 0.000753866 0.00374447 0.0574518 0.00762683 4.741e-06 0.0695817 
k=91 0.000753866 0.00374447 0.0574518 0.00762683 4.824e-06 0.0695818 
k=92 0.000753866 0.00374447 0.0574518 0.00762683 4.757e-06 0.0695817 
k=93 0.000753866 0.00374447 0.0574518 0.00762683 4.779e-06 0.0695817 
k=94 0.000753866 0.00374447 0.0574518 0.00762683 4.778e-06 0.0695817 
k=95 0.000753866 0.00374447 0.0574518 0.00762683 4.79e-06 0.0695817 
k=96 0.000753866 0.00374447 0.0574518 0.00762683 4.726e-06 0.0695817 
k=97 0.000753866 0.00374447 0.0574518 0.00762683 4.825e-06 0.0695818 
k=98 0.000753866 0.00374447 0.0574518 0.00762683 4.742e-06 0.0695817 
k=99 0.000753866 0.00374447 0.0574518 0.00762683 4.813e-06 0.0695818 
k=100 0.000753866 0.00374447 0.0574518 0.00762683 4.795e-06 0.0695818 
k=101 0.000753866 0.00374447 0.0574518 0.00762683 4.82e-06 0.0695818 
k=102 0.000753866 0.00374447 0.0574518 0.00762683 4.725e-06 0.0695817 
k=103 0.000753866 0.00374447 0.0574518 0.00762683 4.862e-06 0.0695818 
k=104 0.000753866 0.00374447 0.0574518 0.00762683 4.736e-06 0.0695817 
k=105 0.000753866 0.00374447 0.0574518 0.00762683 4.824e-06 0.0695818 
k=106 0.000753866 0.00374447 0.0574518 0.00762683 4.716e-06 0.0695817 
k=107 0.000753866 0.00374447 0.0574518 0.00762683 4.84e-06 0.0695818 
k=108 0.000753866 0.00374447 0.0574518 0.00762683 4.791e-06 0.0695818 
k=109 0.000753866 0.00374447 0.0574518 0.00762683 4.851e-06 0.0695818 
k=110 0.000753866 0.00374447 0.0574518 0.00762683 4.732e-06 0.0695817 
k=111 0.000753866 0.00374447 0.0574518 0.00762683 4.811e-06 0.0695818 
k=112 0.000753866 0.00374447 0.0574518 0.00762683 4.732e-06 0.0695817 
k=113 0.000753866 0.00374447 0.0574518 0.00762683 4.761e-06 0.0695817 
k=114 0.000753866 0.00374447 0.0574518 0.00762683 4.708e-06 0.0695817 
k=115 0.000753866 0.00374447 0.0574518 0.00762683 4.789e-06 0.0695817 
