0 24.7104 36.5583 47.4856 64.1066 67.2253 68.2414 76.0164 95.9452 99.5467 101.112 102.178 104.842 108.117 113.542 118.491 118.96 125.117 130.608 133.955 134.004 147.81 154.239 157.525 160.342 166.928 166.993 169.783 174.638 176.65 176.951 183.223 193.484 196.796 200.255 200.337 209.955 213.989 220.903 225.791 226.035 232.453 234.38 235.645 253.525 260.798 263.458 267.03 268.317 269.564 271.479 271.97 273.325 279.535 286.487 286.905 298.835 307.881 308.294 310.245 310.743 312.328 315.056 316.32 319.852 322.584 324.674 326.059 338.151 338.497 340.789 340.789 341.782 341.782 343.92 345.36 346.871 348.509 350.234 350.333 350.723 351.363 351.927 352.194 355.793 356.191 357.886 361.476 365.601 366.95 370.225 372.041 374.385 376.273 377.065 377.696 379.527 380.237 382.111 384.731 385.534 385.882 388.206 391.214 393.993 394.898 396.525 397.461 397.688 397.833 401.161 404.393 404.428 405.367 409.158 409.207 410.032 410.877 414.586 417.114 418.111 418.382 418.382 418.525 420.159 421.642 423.333 423.333 425.473 427.368 428.443 428.688 428.724 429.879 429.895 430.264 430.809 431.448 432.388 434.528 434.62 435.43 437.68 439.272 439.447 440.032 440.315 440.598 441.65 442.807 442.807 443.391 443.391 443.707 448.883 449.151 449.573 449.738 450.619 452.054 452.467 453.406 454.276 455.405 455.405 455.405 455.418 455.418 455.418 455.534 456.367 456.367 457.742 458.776 458.79 458.946 460.527 460.527 460.527 460.527 461.751 462.239 462.838 462.838 465.64 466.259 467.013 467.052 467.107 467.247 467.82 468.157 468.529 468.542 468.604 469.824 469.855 469.886 469.892 469.892 469.907 469.907 469.907 471.167 471.196 471.697 472.341 472.417 472.419 472.419 472.419 472.425 472.425 472.436 472.455 472.476 473.858 481.062 516.52 517.337 543.386 756.707 857.946 866.021 890.025 914.594 1849.55 11213.5 12718.4 
0 0 3.01847 3.01847 3.01847 5.67042 5.79856 6.09189 6.09189 6.09189 6.98983 7.24028 8.30501 8.30501 8.30501 8.30501 8.85696 8.95246 8.95669 9.08306 9.70379 9.70379 10.5184 11.5296 12.0903 12.1728 12.7051 12.8083 12.9815 13.3352 13.4328 14.3586 14.6057 14.7779 14.7855 14.8717 14.9053 15.0062 15.0062 15.0128 15.2704 15.2728 15.5617 15.5678 15.5678 16.0691 16.1612 16.5283 16.5283 17.2738 17.3295 17.4466 17.5039 17.5039 17.5039 17.6744 17.6744 17.8133 17.8379 17.8434 17.9551 18.0788 18.3953 18.6114 18.6311 19.1374 19.3878 19.4717 22.0164 22.5252 22.5696 24.2305 24.8833 27.0697 27.5291 28.4848 29.1001 29.4898 29.6191 31.2317 31.5816 31.9877 34.4097 34.8744 34.8744 36.6572 38.3113 38.4686 38.4686 39.2031 40.3756 41.9408 43.4742 45.2451 45.4799 47.3424 47.896 47.9409 48.7982 49.8228 52.6181 52.7673 53.6443 55.181 56.2635 59.0352 60.9591 62.6249 63.8637 65.0705 72.2538 72.8284 75.2234 77.5007 78.0526 80.9234 81.4183 83.2171 83.882 84.5944 85.1514 86.8684 88.6493 96.206 101.971 103.597 104.764 105.739 106.808 107.465 107.67 108.679 111.318 114.582 115.892 115.892 115.908 116.903 116.903 121.015 121.088 134.307 135.049 135.832 137.922 144.055 149.562 149.789 150.685 158.119 164.116 171.372 171.662 171.701 174.1 182.705 184.509 188.14 192.711 192.806 194.571 196.908 199.281 206.869 212.19 222.718 226.015 228.873 232.295 235.959 238.735 245.97 248.848 254.779 259.257 270.01 275.937 284.178 285.848 286.433 301.412 304.991 306.125 310.918 312.953 313.372 316.18 329.928 332.808 332.936 335.844 344.871 357.831 361.089 363.11 364.508 364.827 365.693 379.473 403.159 413.307 416.935 431.125 432.203 433.522 438.275 452.5 453.121 456.367 458.72 465.188 546.828 553.901 579.025 582.174 650.325 767.886 768.703 784.988 817.888 822.693 848.001 955.187 993.541 1004.74 1210.54 2203.59 11561 13171.3 
0 41.0445 123.609 166.993 173.769 176.38 187.41 204.401 216.894 217.039 225.186 225.5 227.608 230.98 235.207 235.728 236.872 241.816 243.727 246.188 246.334 246.493 252.029 255.892 263.036 270.043 272.564 278.449 286.721 287.516 291.187 294.989 300.077 302.177 306.352 307.483 308.857 315.265 318.998 322.482 328.636 331.437 337.422 342.665 343.496 344.81 347.052 349.53 355.16 356.865 364.773 370.131 371.462 374.216 374.23 376.622 376.849 377.554 382.352 382.584 382.824 386.131 393.218 395.02 396.613 405.66 410.167 410.292 411.634 415.401 417.09 418.585 424.498 427.243 430.843 432.842 444.107 444.17 445.064 445.064 445.961 445.961 448.347 451.285 452.193 452.275 452.51 456.09 456.287 458.426 458.891 461.94 462.623 465.325 465.625 474.309 475.161 478.679 479.698 480.983 481.228 481.775 483.526 487.3 488.534 491.601 496.572 496.908 497.37 499.517 499.801 503.089 504.698 505.455 505.709 507.844 508.827 510.335 511.394 512.493 515.736 516.419 516.419 518.065 518.88 519.43 520.324 520.45 520.825 523.103 523.103 523.237 524.261 525.476 526.882 527.466 527.898 528.722 528.78 529.442 529.777 529.943 529.989 531.873 532.729 534.985 535.501 535.857 535.964 536.796 537.593 538.239 538.81 538.81 539.194 540.822 541.103 541.903 541.903 545.593 546.038 547.097 548.311 548.466 548.968 550.976 551.802 551.901 552.966 552.966 552.966 552.977 552.977 552.977 553.02 553.901 553.901 554.297 554.969 555.261 557.736 557.736 557.736 557.736 559.214 559.483 560.52 560.52 561.941 562.055 563.302 563.698 564.405 564.423 564.424 564.639 564.946 565.846 566.514 566.52 566.527 566.529 566.532 566.535 566.535 566.548 568.319 568.329 569.115 569.777 569.796 569.796 569.796 569.798 569.798 569.803 569.812 569.819 569.819 571.181 577.4 714.668 731.408 770.907 777.332 798.913 1694.32 11060.9 12651.1 
0 118.491 119.544 121.419 123.609 124.047 127.113 129.057 133.828 136.89 146.568 149.555 150.423 152.072 152.972 156.182 157.528 157.843 161.675 162.179 165.794 168.439 168.76 177.56 181 186.36 186.766 187.802 189.761 190.221 192.974 193.22 193.956 194.252 205.004 205.686 213.685 224.429 225.173 226.01 226.665 229.835 238.129 248.869 249.511 249.993 252.619 254.002 256.488 260.921 261.093 261.811 262.659 266.222 272.761 273.034 274.886 283.067 283.607 284.588 285.71 292.524 292.603 293.027 296.534 297.017 300.503 302.347 304.865 308.743 308.81 310.453 321.423 321.423 322.251 322.251 323.14 323.14 325.463 328.698 329.44 329.626 330.42 333.498 333.729 335.816 336.965 339.108 339.229 339.949 342.989 351.387 352.557 355.949 356.84 358.039 358.448 358.9 360.793 364.752 365.65 368.763 373.997 374.608 374.615 374.834 376.579 376.9 380.314 381.76 382.611 382.732 384.93 386.541 387.676 388.544 389.545 393.079 393.572 393.572 396.038 396.431 397.696 397.862 400.125 400.125 401.335 402.894 403.622 404.009 404.396 404.568 405.084 406.171 406.219 406.647 406.959 407.042 407.124 409.132 409.846 412.195 412.689 413.063 413.245 414.042 414.852 416.164 416.164 416.956 417.295 418.083 418.323 419.19 419.19 422.838 423.247 424.304 425.636 425.948 426.248 427.662 428.128 428.924 429.127 430.221 430.221 430.221 430.23 430.23 430.23 430.313 431.125 431.125 431.727 432.689 432.733 434.998 434.998 434.998 434.998 436.727 436.793 437.486 437.783 437.783 439.414 439.503 440.202 441.03 441.123 441.721 441.85 441.868 441.958 442.238 443.097 443.858 443.878 443.907 443.912 443.926 443.931 443.933 443.933 445.648 445.678 446.452 447.041 447.115 447.115 447.115 447.115 447.119 447.128 447.128 447.155 447.166 448.546 456.27 610.679 742.216 754.933 773.669 803.572 816.286 1806.21 11172.5 12765.2 
0 17.1899 27.3714 45.0489 65.3275 68.6239 72.4746 89.0727 89.286 100.745 100.853 101.408 101.408 101.587 101.587 102.073 103.164 105.073 105.824 105.921 105.986 106.21 106.442 107.554 107.952 108.922 109.402 111.061 111.848 112.023 112.055 112.147 112.423 113.357 113.401 113.462 113.735 114.631 116.891 119.147 120.132 121.667 122.176 122.48 122.73 122.756 123.952 124.302 125.376 125.479 126.392 127.545 128.128 129.505 129.729 130.775 132.106 132.403 132.427 132.612 133.2 133.954 135.258 137.699 137.867 138.066 138.324 138.636 138.828 138.831 138.831 139.761 140.944 142.222 142.804 143.547 143.564 145.042 145.162 145.63 146.243 146.405 146.544 147.246 147.246 147.753 148.608 148.637 149.014 150.444 150.586 150.716 151.268 151.634 152.285 153.33 153.332 153.529 154.237 154.361 155.124 155.373 155.465 155.638 155.638 156.275 157.113 158.822 160.001 161.584 162.55 162.658 162.658 164.19 165.885 166.512 166.664 167.823 169.557 169.795 169.925 169.94 170.672 170.822 170.822 170.822 170.857 170.857 170.857 170.86 171.076 171.662 171.662 171.868 172.587 172.828 174.856 174.856 174.856 174.856 176.534 176.976 177.229 177.894 177.894 178.082 179.867 179.979 180.381 180.821 180.897 181.252 181.572 182.165 182.483 182.486 182.486 182.547 182.585 182.585 182.616 182.651 182.716 182.87 184.665 184.717 185.781 185.782 186.291 186.302 186.302 186.324 186.324 186.324 186.324 186.356 186.436 186.452 188.427 193.077 196.578 200.005 200.24 202.878 203.189 205.113 206.058 207.787 208.823 210.101 224.849 226.597 234.476 234.687 242.166 248.014 248.435 249.594 269.582 272.761 286.095 297.012 301.91 315.636 324.674 325.578 326.402 328.744 332.565 345.7 352.5 393.218 414.649 418.273 425 523.677 606.652 632.767 688.947 690.885 705.246 727.415 816.888 864.343 867.163 1077.67 2032.92 11392 13032.7 
0 19.4602 20.3019 28.6882 30.9945 32.4487 33.249 33.7888 35.7816 37.953 44.5557 45.6751 45.8538 49.2598 52.7028 52.9747 54.7472 54.9176 58.5377 59.7425 59.9348 60.3191 64.4772 66.6667 72.3256 73.865 78.0268 83.3292 84.7277 88.3356 88.9274 89.2693 90.2383 91.3882 95.1938 95.6001 97.5426 102.832 107.098 109.947 110.947 112.351 113.495 114.735 114.815 117.471 117.471 118.444 118.444 119.941 120.953 122.361 125.198 126.295 127.681 128.32 129.328 130.701 131.485 132.869 133.273 133.724 135.287 136.787 137.416 138.324 146.413 148.025 149.925 153.093 153.099 153.229 155.202 155.644 156.07 156.634 158.724 160.98 161.819 162.368 163.324 164.453 170.216 172.016 172.247 172.711 173.909 174.173 176.597 177.994 179.932 180.412 181.358 182.721 184.547 185.451 185.56 186.42 187.275 191.121 193.574 194.295 194.778 194.778 195.871 197.285 197.533 199.037 199.037 201.517 203.096 204.207 204.371 205.139 205.238 205.632 205.84 206.337 206.506 208.592 208.771 210.616 210.683 210.995 213.642 215.65 215.737 216.68 216.726 217.412 218.532 218.532 218.584 219.683 220.014 220.014 220.953 223.833 224.429 224.962 224.986 225.38 225.791 226.042 227.734 228.14 228.286 228.746 229.183 230.129 231.299 231.299 231.299 231.307 231.307 231.307 231.425 232.295 232.295 233.731 235.329 235.383 236.198 236.46 236.46 236.46 236.46 237.574 238.679 238.679 242.287 242.513 242.913 242.951 243.151 243.527 243.818 243.883 244.029 244.755 244.805 245.895 245.92 245.925 245.928 245.956 245.968 245.968 246.001 246.782 247.128 247.167 247.724 248.318 248.382 248.382 248.382 248.382 248.39 248.39 248.43 248.43 248.45 250.226 263.998 264.28 279.72 295.95 313.759 315.978 343.496 365.574 373.745 418.532 444.215 451.253 536.414 556.157 586.68 619.166 763.525 806.3 842.404 897.976 948.159 979.39 2029.37 11394.9 12941.8 
0 19.0514 24.4485 33.86 36.3946 39.5534 40.3347 45.8402 50.7405 52.8966 54.4479 57.453 57.8009 62.4815 63.0004 68.7711 73.3292 74.0511 79.359 79.6765 82.7272 89.096 95.0466 95.2933 99.5467 100.305 101.453 105.796 110.086 111.999 117.609 128.437 131.453 132.08 133.724 137.779 141.062 143.718 150.423 151.873 159.566 166.401 170.757 172.97 178.42 180.777 181.15 182.377 184.203 185.638 193.662 195.348 211.031 214.696 215.326 220.394 221.538 224.044 227.127 229.836 232.745 236.719 243.09 244.757 245.288 246.334 248.231 248.231 249.239 249.239 249.594 250.349 251.624 253.889 257.123 258.136 258.414 258.472 260.383 262.199 262.425 269.109 274.452 277.465 279.231 279.911 281.691 281.706 283.722 284.55 286.23 287.686 288.091 290.606 290.914 291.571 293.731 295.247 302.229 304.599 304.727 305.116 306.362 308.881 311.833 312.171 313.182 317.143 317.46 317.556 318.125 322.833 325.416 325.734 326.809 326.809 327.545 327.79 329.844 330.899 330.899 333.583 334.479 334.917 336.373 336.526 337.235 337.459 337.639 338.608 338.658 339.93 340.957 342.752 343.024 343.303 345.938 347.818 347.899 348.174 348.945 349.188 349.641 350.782 350.782 352 352.425 352.425 356.844 357.207 357.24 357.797 358.331 358.667 360.313 360.465 361.202 362.452 363.554 363.554 363.554 363.631 363.631 363.631 363.769 364.508 364.508 365.841 367.298 367.879 368.838 368.838 368.838 368.838 369.824 370.94 370.94 373.073 374.453 375.045 375.219 375.22 375.909 376.028 376.118 376.209 377.126 377.146 377.419 378.154 378.223 378.278 378.289 378.289 378.308 378.334 378.343 379.43 379.432 379.917 380.486 380.531 380.557 380.578 380.578 380.578 380.578 380.604 380.636 380.696 381.847 385.19 389.856 405.242 421.952 445.754 454.696 463.602 489.779 494.426 632.672 847.132 848.529 882.811 892.997 942.706 1937.21 11302.2 12810.7 
0 0 0 3.01847 3.01847 4.47214 4.47214 4.47214 4.50418 4.84631 5.79077 6.26023 7.48341 7.64809 7.93542 7.93542 7.93542 7.93542 8.55256 9.11347 9.24642 9.24642 9.37679 9.97806 12.4863 12.5629 12.9679 13.0071 13.1925 13.5429 13.9203 14.3276 14.3276 14.905 15.2368 15.3349 15.4718 15.5322 15.5684 15.5941 15.5941 15.7531 15.775 15.775 15.7898 15.8935 16.2842 16.3394 16.6194 16.6486 17.5723 17.8691 17.927 18.0659 18.0659 18.0659 18.1212 18.1212 18.1212 18.286 18.427 18.4429 18.5574 18.5574 18.5574 18.6309 19.0431 19.3954 20.9423 21.5264 22.1786 24.3443 25.5169 26.1419 26.4216 27.7287 28.0927 28.2868 29.9048 29.969 30.5266 30.8933 34.2085 34.2085 34.416 35.1579 37.2465 37.7019 37.7019 38.3208 41.8112 42.3112 42.4381 44.1261 46.4309 46.8352 46.8436 47.2274 47.5617 50.6703 51.5977 51.8641 52.8524 55.2654 55.3676 58.1888 59.9389 61.9201 62.5851 65.0089 71.3419 71.5695 74.361 76.5809 77.0777 79.9245 80.5519 82.238 82.6678 84.3016 84.8221 87.453 88.4427 95.0603 101.31 102.499 103.899 104.662 105.724 106.358 106.785 107.601 110.363 113.573 114.815 114.998 114.998 116.007 116.007 120.047 120.129 133.157 134.703 135.012 136.9 142.954 148.523 148.956 149.702 157.215 163.464 170.285 170.645 170.857 173.652 181.919 183.576 187.229 191.922 192.004 193.633 195.853 198.234 206.033 211.456 221.646 225 227.946 231.299 234.91 237.667 245.07 247.832 253.744 258.352 269.09 274.958 283.197 284.899 285.485 300.481 304.032 306.418 310.056 312.011 312.423 315.27 329.051 331.781 331.938 334.838 343.903 356.894 360.073 362.252 363.554 364.73 365.188 378.48 402.219 412.297 416.016 430.221 431.183 432.611 437.205 452.074 452.27 455.405 457.681 464.195 545.83 552.966 578.571 581.258 649.348 766.949 767.767 785.143 816.915 822.81 846.999 954.967 992.518 1004.53 1209.58 2202.88 11560.3 13170.3 
0 5.32727 9.28398 10.404 10.6661 10.8491 10.9861 12.2989 16.1273 17.1846 17.5 17.5 17.6561 18.0003 18.0003 22.5409 25.8374 26.8172 27.2496 27.9162 28.3591 31.8304 31.9174 33.4817 33.9007 36.0726 37.2253 37.5588 37.5731 39.0901 41.5815 44.5353 45.5364 47.4724 47.7157 49.264 51.8757 53.2902 55.1909 55.4284 56.7598 60.1192 60.3411 60.8611 60.9177 62.2701 65.3305 66.1818 66.7407 67.3988 68.9488 69.0528 69.7919 70.3078 71.0392 71.0392 72.5799 73.7193 73.7193 74.9591 75.5658 76.8603 77.0924 78.8962 79.5947 79.6895 79.8455 80.8499 81.8461 82.6251 83.2149 85.0438 85.6698 86.2834 86.3268 86.6142 87.3306 87.9867 89.0121 89.3917 90.4685 91.7788 92.1074 92.6436 92.6484 92.814 93.112 93.5915 93.8455 93.8455 95.2431 96.5888 96.5888 98.7605 99.8739 100.448 100.662 101.337 102.321 102.56 102.891 103.618 103.645 105.174 105.821 106.321 106.321 106.321 106.358 106.358 106.358 106.521 107.465 107.465 111.292 111.604 111.604 111.604 111.604 111.941 112.341 113.462 113.473 113.473 117.451 117.714 117.894 118.003 118.041 118.709 118.969 119.307 119.46 119.794 120.377 120.402 120.552 121.225 121.238 121.242 121.325 121.374 121.374 121.424 121.538 121.884 122.301 122.316 122.379 122.678 122.76 122.856 123.445 123.445 123.453 123.478 123.478 123.478 123.478 123.518 123.64 123.648 126.119 126.58 127.681 129.356 130.34 134.017 136.456 143.569 146.193 153.189 153.681 167.925 168.638 170.031 173.916 178.737 179.846 179.904 194.747 199.398 204.828 206.662 210.165 224.243 228.759 228.926 229.862 231.593 239.219 254.006 256.461 257.926 258.472 273.018 297.374 306.945 310.677 321.286 324.655 329.113 330.679 332.616 335.816 340.068 347.525 351.927 353.439 358.982 439.657 441.303 458.426 484.348 517.178 544.323 662.926 672.745 712.433 744.075 792.144 829.395 888.687 927.823 978.118 1105.09 2126.73 11488.8 13067.1 
0 0 0 0 3.37002 4.47865 4.47865 6.24267 6.24267 6.24267 7.04033 7.55216 7.6176 7.93542 7.93542 7.93542 8.30501 8.30501 9.029 10.0935 10.4229 10.5183 10.754 10.8459 10.8813 11.2312 11.3607 11.4156 11.9436 12.0674 12.1545 12.1911 12.2334 12.5956 12.6312 12.8694 12.8694 13.1388 13.3566 13.4437 13.5179 13.738 13.989 14.0972 14.168 14.168 14.168 14.3782 14.7218 14.954 15.352 15.5633 15.8976 16.1472 16.6202 18.8455 20.2257 20.2759 20.2759 20.7032 20.8285 20.8285 21.2281 21.4079 22.5787 23.9122 23.999 24.8171 25.9307 26.4931 27.3245 28.3675 30.3076 31.1459 32.3833 32.9007 33.3532 33.6259 35.0756 35.1648 36.055 36.4971 39.8359 39.9399 39.9399 41.5327 42.594 43.5967 43.5967 44.1556 45.4161 47.695 49.1365 49.5521 52.0802 52.0919 52.1766 52.5197 53.0818 57.2805 57.5152 57.5474 58.2588 60.8314 61.3858 63.7418 65.1662 65.1894 67.613 68.2369 76.6029 76.6782 79.5325 81.8388 82.3382 85.2785 86.171 87.6131 87.8484 89.8594 91.9827 92.4197 92.6369 100.121 105.437 107.699 108.362 109.946 111.014 111.604 111.932 112.745 115.722 118.855 120.022 120.517 120.517 121.524 121.524 125.267 125.601 135.354 138.242 139.752 142.179 148.114 153.463 154.482 154.928 162.305 167.252 174.856 175.405 176.002 177.987 186.164 188.938 192.477 197.1 198.094 198.988 201.045 203.432 211.463 216.634 226.736 230.228 233.312 236.46 240.184 242.791 250.448 252.999 258.614 263.714 274.302 280.143 288.375 290.183 290.801 305.894 307.819 309.239 315.658 316.687 317.745 320.593 334.321 336.764 337.035 340.106 349.113 362.231 365.162 367.625 368.232 368.794 368.838 383.928 407.527 417.464 421.367 434.998 436.101 437.768 442.373 453.747 457.196 460.527 462.774 469.349 550.972 557.736 582.749 586.138 654.516 772.107 772.604 785.99 822.074 823.469 852.124 956.921 997.601 1006.42 1214.77 2206.81 11563.9 13175.3 
