k auc f1
--------------------run1-----------------
140 0.5028867379860757 0.4358974358974359
141 0.49838682289013414 0.4230769230769231
142 0.4933350314145016 0.41025641025641024
143 0.48985396501952794 0.3974358974358974
144 0.4903633893700119 0.4230769230769231
145 0.49087281372049585 0.4230769230769231
146 0.490066225165563 0.4230769230769231
147 0.48836814399728307 0.4230769230769231
148 0.48442010528103246 0.4230769230769231
149 0.48875021226014603 0.4230769230769231
150 0.48289183222958054 0.3974358974358974
151 0.48217014773306166 0.38461538461538464
152 0.48144846323654267 0.3974358974358974
153 0.48297673628799453 0.38461538461538464
154 0.4767787400237731 0.3974358974358974
155 0.4768636440821871 0.38461538461538464
156 0.47656647987773815 0.38461538461538464
157 0.47283070130752247 0.38461538461538464
158 0.4711326201392426 0.37179487179487186
159 0.4668874172185431 0.358974358974359
160 0.46107148921718455 0.37179487179487186
161 0.4660383766344031 0.37179487179487186
162 0.4645101035829513 0.37179487179487186
163 0.4582696552895228 0.34615384615384615
164 0.4499066055357446 0.34615384615384615
165 0.4438784173883512 0.34615384615384615
166 0.445703854644252 0.3333333333333333
167 0.45262353540499234 0.32051282051282054
168 0.45088300220750555 0.3076923076923077
169 0.4552980132450331 0.3076923076923077
170 0.45118016641195446 0.3076923076923077
171 0.445576498556631 0.3076923076923077
172 0.43432671081677704 0.3076923076923077
173 0.4303362200713194 0.3076923076923077
174 0.4339446425539141 0.3076923076923077
175 0.43182204109356426 0.3076923076923077
176 0.43627950416029887 0.3076923076923077
177 0.4384445576498557 0.3076923076923077
178 0.44171336389879434 0.3333333333333333
179 0.4469349634912549 0.32051282051282054
180 0.4505858380030565 0.3333333333333333
181 0.45457632874851417 0.34615384615384615
182 0.45130752249957545 0.358974358974359
183 0.4544914246901002 0.34615384615384615
184 0.45933095601969776 0.34615384615384615
185 0.4613686534216336 0.34615384615384615
186 0.46574121242995414 0.34615384615384615
187 0.46285447444387845 0.34615384615384615
188 0.46663270504330107 0.358974358974359
189 0.45742061470538287 0.3333333333333333
190 0.45708099847172695 0.32051282051282054
191 0.4522414671421294 0.3076923076923077
192 0.45215656308371543 0.3076923076923077
193 0.4468925114620479 0.2948717948717949
194 0.4466802513160129 0.2948717948717949
195 0.4465528952283919 0.28205128205128205
196 0.4544065206316862 0.28205128205128205
197 0.4528357955510273 0.2948717948717949
198 0.4497367974189166 0.28205128205128205
199 0.44629818305314994 0.28205128205128205
200 0.4436661572423162 0.28205128205128205
201 0.43950585838003053 0.2692307692307692
202 0.4411190354898964 0.2692307692307692
203 0.4412888436067244 0.2692307692307692
204 0.44039735099337746 0.2692307692307692
205 0.4391662421463746 0.28205128205128205
206 0.4408218712854475 0.28205128205128205
207 0.44201052810324326 0.28205128205128205
208 0.4423076923076923 0.2948717948717949
209 0.43925114620478856 0.2948717948717949
210 0.44124639157751744 0.3076923076923077
211 0.4424775004245203 0.3076923076923077
212 0.4388266259127186 0.3076923076923077
213 0.44005773475972143 0.2948717948717949
214 0.4407794192562404 0.3076923076923077
215 0.43296824588215316 0.3076923076923077
216 0.4314824248599083 0.3076923076923077
217 0.4296569876040075 0.2948717948717949
218 0.42604856512141276 0.28205128205128205
219 0.4219731703175412 0.28205128205128205
220 0.40669043980302255 0.28205128205128205
221 0.38822380709797927 0.2564102564102564
222 0.3860163015792155 0.2692307692307692
223 0.380412633723892 0.2564102564102564
224 0.3855493292579385 0.24358974358974358
225 0.380115469519443 0.21794871794871795
226 0.36996943453897096 0.19230769230769232
227 0.3532433350314145 0.1794871794871795
228 0.3620309050772627 0.20512820512820512
229 0.3777381558838512 0.24358974358974358
Best-K=18 0.695916114790287 0.5 

--------------------run3-----------------
1 0.434623875021226 0.32051282051282054
2 0.5251740533197486 0.358974358974359
3 0.5992952963151638 0.44871794871794873
4 0.6299032093734082 0.47435897435897434
5 0.6909916794022755 0.5256410256410257
6 0.6940482255051791 0.5256410256410257
7 0.7100950925454236 0.5256410256410257
8 0.7100950925454237 0.5384615384615384
9 0.7088639836984207 0.5384615384615384
10 0.7115384615384616 0.5256410256410257
11 0.7103073526914587 0.5384615384615384
12 0.7100526405162166 0.5256410256410257
13 0.7067413822380709 0.5128205128205128
14 0.6999915095941586 0.48717948717948717
15 0.7037697401935813 0.5128205128205128
16 0.7037697401935812 0.5256410256410257
17 0.6974019358125318 0.5
18 0.6922652402784852 0.47435897435897434
19 0.6909067753438615 0.48717948717948717
20 0.684623875021226 0.48717948717948717
21 0.6884021056206487 0.5
22 0.6822041093564273 0.48717948717948717
23 0.6792324673119374 0.47435897435897434
24 0.6790626591951096 0.47435897435897434
25 0.674690100186789 0.48717948717948717
26 0.6729920190185091 0.48717948717948717
27 0.674010867719477 0.48717948717948717
28 0.6706147053829172 0.48717948717948717
29 0.6646714212939377 0.48717948717948717
30 0.663270504330107 0.5128205128205128
31 0.6585158770589234 0.48717948717948717
32 0.653039565291221 0.47435897435897434
33 0.652657497028358 0.47435897435897434
34 0.6504924435388012 0.46153846153846156
35 0.652232976736288 0.46153846153846156
36 0.6511716760061131 0.47435897435897434
37 0.6566479877738156 0.47435897435897434
38 0.6580064527084394 0.48717948717948717
39 0.6590253014094073 0.46153846153846156
40 0.6553319748683987 0.46153846153846156
41 0.65248768891153 0.46153846153846156
42 0.6526999490575649 0.5
43 0.653294277466463 0.44871794871794873
44 0.6492188826625913 0.44871794871794873
45 0.6456529122092036 0.46153846153846156
46 0.651978264561046 0.48717948717948717
47 0.6500254712175242 0.48717948717948717
48 0.6501952793343522 0.47435897435897434
49 0.6425539140770928 0.44871794871794873
50 0.6494735948378333 0.46153846153846156
51 0.6486670062829003 0.46153846153846156
52 0.6398369842078451 0.44871794871794873
53 0.6190354898964171 0.4358974358974359
54 0.6066819493971812 0.41025641025641024
55 0.6060876209882832 0.47435897435897434
56 0.5992528442859569 0.47435897435897434
57 0.5935218203430124 0.47435897435897434
58 0.5881728646629308 0.4230769230769231
59 0.5844795381219222 0.4230769230769231
60 0.5818899643402955 0.4358974358974359
61 0.575861776192902 0.4230769230769231
62 0.5799796230259807 0.41025641025641024
63 0.5856681949397181 0.41025641025641024
64 0.5868568517575139 0.41025641025641024
65 0.5803616912888436 0.3974358974358974
66 0.5773051451859399 0.3974358974358974
67 0.5700883002207506 0.38461538461538464
68 0.5713194090677534 0.38461538461538464
69 0.5729325861776193 0.38461538461538464
70 0.5743335031414502 0.38461538461538464
71 0.575479707930039 0.41025641025641024
72 0.5705552725420275 0.41025641025641024
73 0.564399728307013 0.38461538461538464
74 0.5631686194600102 0.3974358974358974
75 0.5555272542027508 0.41025641025641024
76 0.5559942265240279 0.3974358974358974
77 0.555442350144337 0.41025641025641024
78 0.5523433520122262 0.38461538461538464
79 0.5517490236033282 0.41025641025641024
80 0.5465698760400748 0.41025641025641024
81 0.5471217524197656 0.41025641025641024
82 0.5454661232806928 0.38461538461538464
83 0.5402445236882323 0.37179487179487186
84 0.5372304296145355 0.37179487179487186
85 0.5369332654100866 0.358974358974359
86 0.5371455255561216 0.37179487179487186
87 0.5359144167091187 0.38461538461538464
88 0.5303956529122092 0.38461538461538464
89 0.5271268466632705 0.38461538461538464
90 0.5285702156563084 0.37179487179487186
91 0.5295890643572764 0.38461538461538464
92 0.5281032433350313 0.38461538461538464
93 0.5343012395992528 0.38461538461538464
94 0.5386313465783664 0.3974358974358974
95 0.5294617082696553 0.38461538461538464
96 0.5261504499915096 0.41025641025641024
97 0.5256834776702326 0.4230769230769231
98 0.5210562064866701 0.3974358974358974
99 0.5193581253183902 0.37179487179487186
100 0.5174477840040754 0.37179487179487186
101 0.5152827305145187 0.34615384615384615
102 0.5134148412294108 0.358974358974359
103 0.5152827305145186 0.358974358974359
104 0.5127780607913058 0.358974358974359
105 0.5098913228052301 0.34615384615384615
106 0.5066649685854984 0.358974358974359
107 0.5092969943963321 0.358974358974359
108 0.511334691798268 0.38461538461538464
109 0.510910171506198 0.37179487179487186
110 0.5098064187468161 0.38461538461538464
111 0.5162166751570725 0.38461538461538464
112 0.5202920699609441 0.3974358974358974
113 0.5208439463406351 0.3974358974358974
114 0.5156223467481746 0.3974358974358974
115 0.5182543725590083 0.3974358974358974
116 0.5194430293768042 0.41025641025641024
117 0.5232637120054339 0.3974358974358974
118 0.5237306843267108 0.3974358974358974
119 0.5231363559178128 0.3974358974358974
120 0.5265325182543726 0.41025641025641024
121 0.5278909831889964 0.41025641025641024
122 0.5254712175241976 0.41025641025641024
123 0.5238580404143318 0.41025641025641024
124 0.5241976566479878 0.41025641025641024
125 0.5228816437425708 0.38461538461538464
126 0.5267023263712006 0.4230769230769231
127 0.5260655459330955 0.4230769230769231
128 0.5306928171166582 0.4358974358974359
129 0.5357446085922907 0.4358974358974359
130 0.5375275938189845 0.4230769230769231
131 0.5362964849719817 0.4230769230769231
132 0.5313295975547632 0.4230769230769231
133 0.5305654610290372 0.3974358974358974
134 0.5284853115978944 0.41025641025641024
135 0.532985226693836 0.41025641025641024
136 0.5270419426048565 0.4230769230769231
137 0.5287400237731363 0.4358974358974359
138 0.5262353540499236 0.44871794871794873
139 0.5206316861946001 0.4230769230769231
140 0.5192307692307693 0.41025641025641024
141 0.5172355238580404 0.4358974358974359
142 0.511037527593819 0.4230769230769231
143 0.5079809814909153 0.41025641025641024
144 0.5046272711835625 0.4230769230769231
145 0.4986415350653761 0.3974358974358974
146 0.49775004245202925 0.38461538461538464
147 0.49690100186788927 0.37179487179487186
148 0.49465104431991846 0.3974358974358974
149 0.4916794022754288 0.3974358974358974
150 0.4911275258957378 0.37179487179487186
151 0.48739174732552215 0.37179487179487186
152 0.48437765325182536 0.358974358974359
153 0.48335880455085756 0.34615384615384615
154 0.4842927491934115 0.34615384615384615
155 0.47652402784853115 0.34615384615384615
156 0.4624724061810155 0.34615384615384615
157 0.45461878077772117 0.3333333333333333
158 0.45147733061640344 0.34615384615384615
159 0.45483104092375615 0.3333333333333333
160 0.45016131771098655 0.3333333333333333
161 0.4467227033452199 0.32051282051282054
162 0.45253863134657835 0.3333333333333333
163 0.45419426048565115 0.3076923076923077
164 0.4521990151129224 0.32051282051282054
165 0.45410935642723715 0.3076923076923077
166 0.4514773306164035 0.3076923076923077
167 0.45979792834097466 0.3333333333333333
168 0.45899133978604173 0.32051282051282054
169 0.46102903718797755 0.32051282051282054
170 0.4635761589403974 0.32051282051282054
171 0.46684496518933605 0.3076923076923077
172 0.46867040244523683 0.3076923076923077
173 0.4628969264730854 0.2948717948717949
174 0.4555102733910681 0.28205128205128205
175 0.456274409916794 0.28205128205128205
176 0.45601969774155204 0.28205128205128205
177 0.4550857530989981 0.3076923076923077
178 0.4586941755815928 0.3076923076923077
179 0.46060451689590765 0.2948717948717949
180 0.46565630837154015 0.32051282051282054
181 0.4651468840210562 0.3076923076923077
182 0.4712599762268636 0.2948717948717949
183 0.47516556291390727 0.3076923076923077
184 0.4758872474104262 0.32051282051282054
185 0.47478349465104436 0.32051282051282054
186 0.4773306164034641 0.3076923076923077
187 0.478307013075225 0.32051282051282054
188 0.4744863304465953 0.3076923076923077
189 0.4771608082866361 0.3076923076923077
190 0.47253353710307355 0.3076923076923077
191 0.47346748174562747 0.32051282051282054
192 0.4760995075564612 0.32051282051282054
193 0.48021735438953983 0.32051282051282054
194 0.47648157581932415 0.32051282051282054
195 0.4716844965189336 0.32051282051282054
196 0.47300050942435046 0.32051282051282054
197 0.47830701307522494 0.32051282051282054
198 0.477457972491085 0.32051282051282054
199 0.4797079300390559 0.32051282051282054
200 0.4794107658346069 0.32051282051282054
201 0.47508065885549333 0.32051282051282054
202 0.4738495500084904 0.32051282051282054
203 0.4753353710307353 0.32051282051282054
204 0.4725759891322805 0.32051282051282054
205 0.47198166072338255 0.3333333333333333
206 0.4723637289862455 0.3333333333333333
207 0.4744438784173884 0.34615384615384615
208 0.4710477160808286 0.34615384615384615
209 0.4699439633214468 0.34615384615384615
210 0.4658685685175751 0.34615384615384615
211 0.4628544744438784 0.34615384615384615
212 0.4555951774494821 0.34615384615384615
213 0.4473594837833248 0.32051282051282054
214 0.4439633214467651 0.32051282051282054
215 0.44116148751910345 0.32051282051282054
216 0.4324588215316692 0.3076923076923077
217 0.4381898454746137 0.2948717948717949
218 0.434963491254882 0.2948717948717949
219 0.42481745627440987 0.2948717948717949
220 0.4215061979962642 0.2948717948717949
221 0.412973340125658 0.24358974358974358
222 0.41539310579045674 0.2948717948717949
223 0.4104262183732382 0.3076923076923077
224 0.413015792154865 0.3076923076923077
225 0.4058413992188826 0.2948717948717949
226 0.3807947019867549 0.2692307692307692
227 0.37264391237901173 0.21794871794871795
228 0.38610120563762945 0.23076923076923078
229 0.3816012905416879 0.21794871794871795
Best-K=10 0.7115384615384616 0.5256410256410257 

--------------------run4-----------------
1 0.4326710816777042 0.28205128205128205
2 0.5273815588385125 0.3974358974358974
3 0.6121158091356766 0.44871794871794873
4 0.6361436576668364 0.46153846153846156
5 0.6500254712175242 0.46153846153846156
6 0.6575394803871626 0.48717948717948717
7 0.672907114960095 0.48717948717948717
8 0.6773645780268297 0.5
9 0.6761334691798269 0.5128205128205128
10 0.6696807607403634 0.5128205128205128
11 0.6675157072508066 0.5128205128205128
12 0.6682798437765325 0.5128205128205128
13 0.6701477330616403 0.5
14 0.6728646629308881 0.5128205128205128
15 0.673246731193751 0.5128205128205128
16 0.6725674987264391 0.5128205128205128
17 0.673925963661063 0.5
18 0.6899303786721006 0.5128205128205128
19 0.6834776702326372 0.5128205128205128
