        
euclidean run1 run2 run3 run4 run5 average min max
0.525641025641026 0.282051282051282 0.256410256410256 0.294871794871795 0.269230769230769 0.282051282051282 0.276923076923077 0.256410256410256 0.294871794871795
0.525641025641026 0.448717948717949 0.358974358974359 0.41025641025641 0.358974358974359 0.384615384615385 0.392307692307692 0.358974358974359 0.448717948717949
0.538461538461538 0.435897435897436 0.435897435897436 0.41025641025641 0.435897435897436 0.448717948717949 0.433333333333333 0.41025641025641 0.448717948717949
0.512820512820513 0.461538461538462 0.474358974358974 0.423076923076923 0.525641025641026 0.512820512820513 0.47948717948718 0.423076923076923 0.525641025641026
0.5 0.487179487179487 0.487179487179487 0.435897435897436 0.5 0.5 0.482051282051282 0.435897435897436 0.5
0.5 0.5 0.512820512820513 0.435897435897436 0.525641025641026 0.512820512820513 0.497435897435897 0.435897435897436 0.525641025641026
0.512820512820513 0.5 0.474358974358974 0.474358974358974 0.525641025641026 0.512820512820513 0.497435897435897 0.474358974358974 0.525641025641026
0.525641025641026 0.435897435897436 0.5 0.5 0.525641025641026 0.525641025641026 0.497435897435897 0.435897435897436 0.525641025641026
0.512820512820513 0.461538461538462 0.5 0.5 0.5 0.487179487179487 0.48974358974359 0.461538461538462 0.5
0.512820512820513 0.461538461538462 0.512820512820513 0.474358974358974 0.5 0.474358974358974 0.484615384615385 0.461538461538462 0.512820512820513
0.525641025641026 0.474358974358974 0.5 0.474358974358974 0.512820512820513 0.5 0.492307692307692 0.474358974358974 0.512820512820513
0.525641025641026 0.487179487179487 0.5 0.474358974358974 0.551282051282051 0.461538461538462 0.494871794871795 0.461538461538462 0.551282051282051
0.538461538461538 0.487179487179487 0.525641025641026 0.487179487179487 0.538461538461538 0.461538461538462 0.5 0.461538461538462 0.538461538461538
0.538461538461538 0.512820512820513 0.512820512820513 0.474358974358974 0.525641025641026 0.5 0.505128205128205 0.474358974358974 0.525641025641026
0.551282051282051 0.5 0.512820512820513 0.461538461538462 0.512820512820513 0.5 0.497435897435897 0.461538461538462 0.512820512820513
0.525641025641026 0.525641025641026 0.512820512820513 0.474358974358974 0.5 0.512820512820513 0.505128205128205 0.474358974358974 0.525641025641026
0.525641025641026 0.512820512820513 0.5 0.487179487179487 0.5 0.512820512820513 0.502564102564103 0.487179487179487 0.512820512820513
0.538461538461538 0.512820512820513 0.512820512820513 0.474358974358974 0.487179487179487 0.512820512820513 0.5 0.474358974358974 0.512820512820513
0.538461538461538 0.512820512820513 0.512820512820513 0.448717948717949 0.487179487179487 0.525641025641026 0.497435897435897 0.448717948717949 0.525641025641026
0.538461538461538 0.512820512820513 0.525641025641026 0.461538461538462 0.461538461538462 0.512820512820513 0.494871794871795 0.461538461538462 0.525641025641026
0.538461538461538 0.5 0.525641025641026 0.448717948717949 0.474358974358974 0.538461538461538 0.497435897435897 0.448717948717949 0.538461538461538
0.551282051282051 0.5 0.525641025641026 0.448717948717949 0.448717948717949 0.551282051282051 0.494871794871795 0.448717948717949 0.551282051282051
0.551282051282051 0.5 0.512820512820513 0.423076923076923 0.474358974358974 0.538461538461538 0.48974358974359 0.423076923076923 0.538461538461538
0.551282051282051 0.5 0.512820512820513 0.423076923076923 0.448717948717949 0.5 0.476923076923077 0.423076923076923 0.512820512820513
0.551282051282051 0.487179487179487 0.5 0.41025641025641 0.435897435897436 0.487179487179487 0.464102564102564 0.41025641025641 0.5
0.551282051282051 0.487179487179487 0.5 0.397435897435897 0.423076923076923 0.461538461538462 0.453846153846154 0.397435897435897 0.5
0.551282051282051 0.487179487179487 0.5 0.384615384615385 0.423076923076923 0.461538461538462 0.451282051282051 0.384615384615385 0.5
0.551282051282051 0.461538461538462 0.5 0.41025641025641 0.435897435897436 0.448717948717949 0.451282051282051 0.41025641025641 0.5
0.551282051282051 0.461538461538462 0.487179487179487 0.41025641025641 0.448717948717949 0.461538461538462 0.453846153846154 0.41025641025641 0.487179487179487
0.551282051282051 0.461538461538462 0.487179487179487 0.41025641025641 0.435897435897436 0.448717948717949 0.448717948717949 0.41025641025641 0.487179487179487
0.551282051282051 0.461538461538462 0.5 0.423076923076923 0.435897435897436 0.448717948717949 0.453846153846154 0.423076923076923 0.5
0.551282051282051 0.461538461538462 0.487179487179487 0.41025641025641 0.435897435897436 0.461538461538462 0.451282051282051 0.41025641025641 0.487179487179487
0.551282051282051 0.435897435897436 0.487179487179487 0.423076923076923 0.435897435897436 0.461538461538462 0.448717948717949 0.423076923076923 0.487179487179487
0.551282051282051 0.435897435897436 0.474358974358974 0.435897435897436 0.435897435897436 0.448717948717949 0.446153846153846 0.435897435897436 0.474358974358974
0.551282051282051 0.435897435897436 0.461538461538462 0.448717948717949 0.435897435897436 0.448717948717949 0.446153846153846 0.435897435897436 0.461538461538462
0.551282051282051 0.423076923076923 0.461538461538462 0.435897435897436 0.435897435897436 0.448717948717949 0.441025641025641 0.423076923076923 0.461538461538462
0.551282051282051 0.423076923076923 0.448717948717949 0.461538461538462 0.448717948717949 0.448717948717949 0.446153846153846 0.423076923076923 0.461538461538462
0.551282051282051 0.448717948717949 0.448717948717949 0.448717948717949 0.448717948717949 0.448717948717949 0.448717948717949 0.448717948717949 0.448717948717949
0.551282051282051 0.448717948717949 0.461538461538462 0.435897435897436 0.448717948717949 0.474358974358974 0.453846153846154 0.435897435897436 0.474358974358974
0.551282051282051 0.435897435897436 0.461538461538462 0.435897435897436 0.461538461538462 0.487179487179487 0.456410256410256 0.435897435897436 0.487179487179487
0.551282051282051 0.423076923076923 0.461538461538462 0.448717948717949 0.448717948717949 0.487179487179487 0.453846153846154 0.423076923076923 0.487179487179487
0.551282051282051 0.435897435897436 0.461538461538462 0.461538461538462 0.461538461538462 0.474358974358974 0.458974358974359 0.435897435897436 0.474358974358974
0.551282051282051 0.435897435897436 0.448717948717949 0.448717948717949 0.461538461538462 0.474358974358974 0.453846153846154 0.435897435897436 0.474358974358974
0.551282051282051 0.435897435897436 0.448717948717949 0.448717948717949 0.461538461538462 0.474358974358974 0.453846153846154 0.435897435897436 0.474358974358974
0.551282051282051 0.41025641025641 0.487179487179487 0.448717948717949 0.461538461538462 0.474358974358974 0.456410256410256 0.41025641025641 0.487179487179487
